Well,Time,Observed
199-D5-126,4/15/2018,118.4563
199-D5-126,5/16/2018,118.4403
199-D5-126,6/15/2018,118.6289
199-D5-126,7/16/2018,118.5343
199-D5-126,8/16/2018,118.3564
199-D5-126,9/15/2018,118.1944
199-D5-126,10/16/2018,117.9787
199-D5-126,11/15/2018,117.795
199-D5-126,12/16/2018,117.7819
199-D5-126,1/16/2019,117.7664
199-D5-126,2/14/2019,117.7448
199-D5-126,3/16/2019,117.6881
199-D5-126,4/15/2019,117.8062
199-D5-126,5/16/2019,117.8994
199-D5-126,6/15/2019,118.0389
199-D5-126,7/16/2019,117.8228
199-D5-126,8/16/2019,117.6991
199-D5-126,9/15/2019,117.6731
199-D5-126,10/16/2019,117.5784
199-D5-126,11/15/2019,117.5604
199-D5-126,12/16/2019,117.6109
199-D5-126,1/16/2020,117.5898
199-D5-126,2/14/2020,117.638
199-D5-126,3/16/2020,117.6782
199-D5-126,4/15/2020,117.6747
199-D5-126,5/16/2020,117.7533
199-D5-126,6/15/2020,117.942
199-D5-126,7/16/2020,118.2614
199-D5-126,8/16/2020,118.3308
199-D5-126,9/15/2020,118.0727
199-D5-126,10/16/2020,117.8967
199-D5-126,11/15/2020,117.8436
199-D5-126,12/16/2020,117.8817
199-D5-13,1/31/2014,117.705
199-D5-13,2/14/2014,117.746
199-D5-13,4/15/2014,117.672
199-D5-13,6/15/2014,118.178
199-D5-13,7/16/2014,118.225
199-D5-13,9/15/2014,117.825
199-D5-13,11/15/2014,117.517
199-D5-13,12/16/2014,117.654
199-D5-13,1/16/2015,117.815
199-D5-13,3/16/2015,117.831
199-D5-13,4/15/2015,117.801
199-D5-13,6/15/2015,117.3665
199-D5-13,9/15/2015,116.95
199-D5-13,10/16/2015,116.886
199-D5-13,12/16/2015,116.781
199-D5-13,1/16/2016,116.856
199-D5-13,3/16/2016,116.874
199-D5-13,4/15/2016,117.09
199-D5-13,6/15/2016,117.306
199-D5-13,7/16/2016,117.355
199-D5-13,9/15/2016,117.081
199-D5-13,10/16/2016,116.95
199-D5-13,12/16/2016,117.202
199-D5-13,3/16/2017,117.5912
199-D5-13,4/15/2017,117.9181
199-D5-13,5/16/2017,118.1375
199-D5-13,6/15/2017,118.4904
199-D5-13,7/16/2017,118.3235
199-D5-13,8/16/2017,118.0055
199-D5-13,9/15/2017,117.7497
199-D5-13,10/16/2017,117.4595
199-D5-13,11/15/2017,117.2516
199-D5-13,12/16/2017,117.3472
199-D5-13,1/16/2018,117.4703
199-D5-13,2/14/2018,117.6579
199-D5-13,3/16/2018,117.7341
199-D5-13,4/15/2018,117.7265
199-D5-13,5/16/2018,117.7471
199-D5-13,6/15/2018,118.0535
199-D5-13,7/16/2018,117.6729
199-D5-13,8/16/2018,117.3973
199-D5-13,9/15/2018,117.1748
199-D5-13,10/16/2018,116.9285
199-D5-13,11/15/2018,116.8533
199-D5-13,12/16/2018,116.8884
199-D5-13,1/16/2019,116.8904
199-D5-13,2/14/2019,116.8769
199-D5-13,3/16/2019,116.8229
199-D5-13,4/15/2019,116.7929
199-D5-13,5/16/2019,116.9621
199-D5-13,6/15/2019,117.1514
199-D5-13,7/16/2019,116.9353
199-D5-13,8/16/2019,116.7885
199-D5-13,9/15/2019,116.6947
199-D5-13,10/16/2019,116.571
199-D5-13,11/15/2019,116.7469
199-D5-13,12/16/2019,116.7681
199-D5-13,8/16/2020,118.0457
199-D5-13,9/15/2020,117.2497
199-D5-13,10/16/2020,116.8532
199-D5-14,1/31/2014,118.4745
199-D5-14,2/14/2014,118.2894
199-D5-14,3/16/2014,118.2625
199-D5-14,4/15/2014,118.3823
199-D5-14,5/16/2014,118.5208
199-D5-14,6/15/2014,118.6795
199-D5-14,7/16/2014,118.7376
199-D5-14,8/16/2014,118.7549
199-D5-14,9/15/2014,118.5961
199-D5-14,10/16/2014,118.5091
199-D5-14,11/15/2014,118.47
199-D5-14,12/16/2014,118.4794
199-D5-14,1/16/2015,118.5253
199-D5-14,2/14/2015,118.4934
199-D5-14,3/16/2015,118.5418
199-D5-14,4/15/2015,118.5352
199-D5-14,5/16/2015,118.4845
199-D5-14,6/15/2015,118.4444
199-D5-14,7/16/2015,118.4002
199-D5-14,8/16/2015,118.3418
199-D5-14,9/15/2015,118.2916
199-D5-14,10/16/2015,118.1873
199-D5-14,11/15/2015,118.0966
199-D5-14,12/16/2015,118.0643
199-D5-14,1/16/2016,118.0952
199-D5-14,2/15/2016,118.0988
199-D5-14,3/16/2016,118.1479
199-D5-14,4/15/2016,118.2127
199-D5-14,5/16/2016,118.3643
199-D5-14,6/15/2016,118.411
199-D5-14,7/16/2016,118.4204
199-D5-14,8/16/2016,118.386
199-D5-14,9/15/2016,118.3051
199-D5-14,10/16/2016,118.1592
199-D5-14,11/15/2016,118.1469
199-D5-14,12/16/2016,118.2384
199-D5-14,1/16/2017,118.3897
199-D5-14,2/14/2017,118.4292
199-D5-14,3/16/2017,118.4508
199-D5-14,4/15/2017,118.5785
199-D5-14,5/16/2017,118.7242
199-D5-14,6/15/2017,118.9243
199-D5-14,7/16/2017,119.0098
199-D5-14,8/16/2017,118.8431
199-D5-14,9/15/2017,118.6172
199-D5-14,10/16/2017,118.4227
199-D5-14,11/15/2017,118.3257
199-D5-14,12/16/2017,118.3165
199-D5-14,1/16/2018,118.3363
199-D5-14,2/14/2018,118.4113
199-D5-14,3/16/2018,118.5001
199-D5-14,4/15/2018,118.5795
199-D5-14,5/16/2018,118.6402
199-D5-14,6/15/2018,118.8439
199-D5-14,7/16/2018,118.8196
199-D5-14,8/16/2018,118.6757
199-D5-14,9/15/2018,118.5285
199-D5-14,10/16/2018,118.3186
199-D5-14,11/15/2018,118.1398
199-D5-14,12/16/2018,118.0953
199-D5-14,1/16/2019,118.0636
199-D5-14,2/14/2019,118.034
199-D5-14,3/16/2019,117.9755
199-D5-14,4/15/2019,118.0009
199-D5-14,5/16/2019,118.0682
199-D5-14,6/15/2019,118.1963
199-D5-14,7/16/2019,118.1168
199-D5-14,8/16/2019,118.0258
199-D5-14,9/15/2019,117.9818
199-D5-14,10/16/2019,117.8868
199-D5-14,11/15/2019,117.8482
199-D5-14,12/16/2019,117.8972
199-D5-14,1/16/2020,117.8841
199-D5-14,2/14/2020,117.924
199-D5-14,3/16/2020,117.9674
199-D5-14,4/15/2020,117.9637
199-D5-14,5/16/2020,118.0233
199-D5-14,6/15/2020,118.1789
199-D5-14,7/16/2020,118.3986
199-D5-14,8/16/2020,118.4425
199-D5-14,9/15/2020,118.3596
199-D5-14,10/16/2020,118.1939
199-D5-14,11/15/2020,118.108
199-D5-14,12/16/2020,118.1234
199-D5-143,8/16/2015,118.132
199-D5-143,11/15/2015,117.813
199-D5-143,2/15/2016,117.847
199-D5-143,5/16/2016,118.162
199-D5-143,11/15/2016,117.96
199-D5-143,11/15/2018,117.869
199-D5-143,11/15/2019,117.597
199-D5-143,11/15/2020,117.89
199-D5-15,8/16/2015,118.791
199-D5-15,9/15/2015,118.73
199-D5-15,12/16/2015,118.5335
199-D5-15,3/16/2016,118.5995
199-D5-15,6/15/2016,118.874
199-D5-15,9/15/2016,118.842
199-D5-15,12/16/2016,118.703
199-D5-15,3/16/2017,118.902
199-D5-15,6/15/2017,119.299
199-D5-15,9/15/2017,118.998
199-D5-15,12/16/2017,118.508
199-D5-15,3/16/2018,118.915
199-D5-15,3/16/2019,118.328
199-D5-15,11/15/2019,118.266
199-D5-15,3/16/2020,118.33
199-D5-15,11/15/2020,118.48
199-D5-16,9/15/2015,118.621
199-D5-16,12/16/2015,118.467
199-D5-16,3/16/2016,118.5435
199-D5-16,6/15/2016,118.7935
199-D5-16,9/15/2016,118.784
199-D5-16,12/16/2016,118.5925
199-D5-16,3/16/2017,118.764
199-D5-16,6/15/2017,119.203
199-D5-16,9/15/2017,118.833
199-D5-16,12/16/2017,118.487
199-D5-16,3/16/2018,118.841
199-D5-16,12/16/2018,118.577
199-D5-16,3/16/2019,118.442
199-D5-16,12/16/2019,118.333
199-D5-16,3/16/2020,118.4
199-D5-16,12/16/2020,118.56
199-D5-41,1/31/2014,117.908
199-D5-41,3/16/2014,117.7585
199-D5-41,4/15/2014,118.0695
199-D5-41,5/16/2014,118.3245
199-D5-41,6/15/2014,118.459
199-D5-41,7/16/2014,118.436
199-D5-41,8/16/2014,118.335
199-D5-41,9/15/2014,118.071
199-D5-41,10/16/2014,117.853
199-D5-41,11/15/2014,117.756
199-D5-41,12/16/2014,117.97
199-D5-41,5/16/2015,118.023
199-D5-41,11/15/2015,118.006
199-D5-41,11/15/2017,117.612
199-D5-41,11/15/2018,117.309
199-D5-41,3/16/2019,117.2579
199-D5-41,4/15/2019,117.1575
199-D5-41,5/16/2019,117.3438
199-D5-41,6/15/2019,117.5224
199-D5-41,7/16/2019,117.338
199-D5-41,8/16/2019,117.2277
199-D5-41,9/15/2019,117.0996
199-D5-41,10/16/2019,116.9481
199-D5-41,11/15/2019,117.0628
199-D5-41,12/16/2019,117.1656
199-D5-41,1/16/2020,117.1144
199-D5-41,2/14/2020,117.2334
199-D5-41,3/16/2020,117.1877
199-D5-41,4/15/2020,117.0751
199-D5-41,7/16/2020,118.1551
199-D5-41,8/16/2020,118.2425
199-D5-41,9/15/2020,117.6887
199-D5-41,10/16/2020,117.3483
199-D5-41,11/15/2020,117.3776
199-D5-41,12/16/2020,117.4741
199-D6-3,2/14/2014,
199-D6-3,3/16/2014,118.4
199-D6-3,6/15/2014,118.796
199-D6-3,8/16/2014,118.809
199-D6-3,11/15/2014,118.555
199-D6-3,2/14/2015,118.649
199-D6-3,3/16/2015,118.698
199-D6-3,5/16/2015,118.668
199-D6-3,8/16/2015,118.61
199-D6-3,11/15/2015,118.435
199-D6-3,2/15/2016,118.452
199-D6-3,3/16/2016,118.492
199-D6-3,5/16/2016,118.672
199-D6-3,11/15/2016,118.486
199-D6-3,3/16/2017,118.663
199-D6-3,4/15/2017,118.8221
199-D6-3,5/16/2017,118.9601
199-D6-3,6/15/2017,119.1707
199-D6-3,7/16/2017,119.2521
199-D6-3,8/16/2017,118.9421
199-D6-3,9/15/2017,118.7511
199-D6-3,10/16/2017,118.6268
199-D6-3,11/15/2017,118.6911
199-D6-3,12/16/2017,118.6617
199-D6-3,1/16/2018,118.6878
199-D6-3,2/14/2018,118.6889
199-D6-3,3/16/2018,118.8032
199-D6-3,4/15/2018,118.7962
199-D6-3,5/16/2018,118.9656
199-D6-3,6/15/2018,119.1436
199-D6-3,7/16/2018,119.1455
199-D6-3,8/16/2018,119.0419
199-D6-3,9/15/2018,118.9072
199-D6-3,10/16/2018,118.7466
199-D6-3,11/15/2018,118.6237
199-D6-3,12/16/2018,118.5697
199-D6-3,1/16/2019,118.528
199-D6-3,2/14/2019,118.4966
199-D6-3,3/16/2019,118.4475
199-D6-3,4/15/2019,118.3942
199-D6-3,5/16/2019,118.4241
199-D6-3,6/15/2019,118.5123
199-D6-3,7/16/2019,118.5335
199-D6-3,8/16/2019,118.5078
199-D6-3,9/15/2019,118.4448
199-D6-3,10/16/2019,118.3816
199-D6-3,11/15/2019,118.3449
199-D6-3,12/16/2019,118.38
199-D6-3,1/16/2020,118.372
199-D6-3,2/14/2020,118.4101
199-D6-3,3/16/2020,118.4372
199-D6-3,4/15/2020,118.3963
199-D6-3,5/16/2020,118.4549
199-D6-3,6/15/2020,118.6135
199-D6-3,7/16/2020,118.6572
199-D6-3,8/16/2020,118.5856
199-D6-3,9/15/2020,118.7274
199-D6-3,10/16/2020,118.6087
199-D6-3,11/15/2020,118.533
199-D6-3,12/16/2020,118.5405
199-D8-101,2/14/2014,117.576
199-D8-101,3/16/2014,117.414
199-D8-101,4/15/2014,117.957
199-D8-101,7/16/2014,117.962
199-D8-101,10/16/2014,117.186
199-D8-101,1/16/2015,117.969
199-D8-101,3/16/2015,118.167
199-D8-101,4/15/2015,118.11
199-D8-101,7/16/2015,117.691
199-D8-101,1/16/2016,117.499
199-D8-101,3/16/2016,117.686
199-D8-101,4/15/2016,118.191
199-D8-101,7/16/2016,117.819
199-D8-101,10/16/2016,117.147
199-D8-101,3/16/2017,117.8589
199-D8-101,4/15/2017,118.5719
199-D8-101,5/16/2017,118.9372
199-D8-101,6/15/2017,119.1375
199-D8-101,7/16/2017,118.6332
199-D8-101,9/15/2017,117.2797
199-D8-101,10/16/2017,117.1486
199-D8-101,11/15/2017,117.1767
199-D8-101,12/16/2017,117.4132
199-D8-101,1/16/2018,117.7536
199-D8-101,2/14/2018,118.0689
199-D8-101,3/16/2018,117.954
199-D8-101,4/15/2018,117.9762
199-D8-101,5/16/2018,119.1256
199-D8-101,6/15/2018,118.9589
199-D8-101,7/16/2018,118.304
199-D8-101,8/16/2018,117.9155
199-D8-101,9/15/2018,117.4876
199-D8-101,10/16/2018,117.2435
199-D8-101,11/15/2018,117.4611
199-D8-101,12/16/2018,117.48
199-D8-101,1/16/2019,117.4748
199-D8-101,2/14/2019,117.4765
199-D8-101,3/16/2019,117.3069
199-D8-101,4/15/2019,117.0465
199-D8-101,5/16/2019,117.8193
199-D8-101,6/15/2019,117.7899
199-D8-101,7/16/2019,117.4998
199-D8-101,8/16/2019,117.4783
199-D8-101,9/15/2019,117.0855
199-D8-101,10/16/2019,116.8879
199-D8-101,11/15/2019,117.204
199-D8-101,12/16/2019,117.3452
199-D8-101,1/16/2020,117.3979
199-D8-101,2/14/2020,117.7024
199-D8-101,3/16/2020,117.4557
199-D8-101,4/15/2020,117.1648
199-D8-101,5/16/2020,118.016
199-D8-101,6/15/2020,118.6329
199-D8-101,7/16/2020,118.4705
199-D8-101,8/16/2020,117.9796
199-D8-101,9/15/2020,117.44
199-D8-101,10/16/2020,117.2133
199-D8-101,11/15/2020,117.4434
199-D8-101,12/16/2020,117.5202
199-D8-102,7/16/2016,117.202
199-D8-102,10/16/2016,116.627
199-D8-102,2/14/2017,117.3985
199-D8-102,3/16/2017,117.2865
199-D8-102,4/15/2017,117.584
199-D8-102,5/16/2017,117.837
199-D8-102,6/15/2017,118.257
199-D8-102,7/16/2017,117.895
199-D8-102,9/15/2017,117.352
199-D8-102,10/16/2017,116.953
199-D8-102,11/15/2017,116.828
199-D8-102,12/16/2017,116.652
199-D8-102,1/16/2018,117.089
199-D8-102,2/14/2018,117.383
199-D8-102,3/16/2018,117.367
199-D8-102,4/15/2018,117.414
199-D8-102,6/15/2018,117.9985
199-D8-102,7/16/2018,117.566
199-D8-102,8/16/2018,117.313
199-D8-102,9/15/2018,116.962
199-D8-102,10/16/2018,116.697
199-D8-102,3/16/2019,116.763
199-D8-102,5/16/2019,116.833
199-D8-102,10/16/2019,116.476
199-D8-4,1/31/2014,117.424
199-D8-4,3/16/2014,117.293
199-D8-4,4/15/2014,117.533
199-D8-4,6/15/2014,118.122
199-D8-4,7/16/2014,118.07
199-D8-4,9/15/2014,117.412
199-D8-4,10/16/2014,117.116
199-D8-4,12/16/2014,117.391
199-D8-4,1/16/2015,117.6
199-D8-4,3/16/2015,117.715
199-D8-4,4/15/2015,117.656
199-D8-4,6/15/2015,117.512
199-D8-4,7/16/2015,117.381
199-D8-4,9/15/2015,116.885
199-D8-4,12/16/2015,116.897
199-D8-4,1/16/2016,116.957
199-D8-4,3/16/2016,117.014
199-D8-4,4/15/2016,117.43
199-D8-4,6/15/2016,117.385
199-D8-4,7/16/2016,117.324
199-D8-4,9/15/2016,116.979
199-D8-4,11/15/2016,117.031
199-D8-4,12/16/2016,117.164
199-D8-4,2/14/2017,117.601
199-D8-4,3/16/2017,117.572
199-D8-4,5/16/2017,118.483
199-D8-4,6/15/2017,118.68
199-D8-4,9/15/2017,117.379
199-D8-4,11/15/2017,117.015
199-D8-4,2/14/2018,117.722
199-D8-4,3/16/2018,117.686
199-D8-4,5/16/2018,118.464
199-D8-4,10/16/2018,116.707
199-D8-4,3/16/2019,116.6495
199-D8-4,5/16/2019,116.989
199-D8-4,10/16/2019,116.475
199-D8-5,1/31/2014,117.199
199-D8-5,3/16/2014,117.1835
199-D8-5,6/15/2014,117.9985
199-D8-5,9/15/2014,117.036
199-D8-5,12/16/2014,117.2371
199-D8-5,1/16/2015,117.457
199-D8-5,2/14/2015,117.572
199-D8-5,3/16/2015,117.5068
199-D8-5,4/15/2015,117.333
199-D8-5,5/16/2015,117.1857
199-D8-5,6/15/2015,117.188
199-D8-5,7/16/2015,117.0664
199-D8-5,8/16/2015,117.0953
199-D8-5,9/15/2015,116.7632
199-D8-5,10/16/2015,116.6224
199-D8-5,11/15/2015,116.7436
199-D8-5,12/16/2015,116.8045
199-D8-5,1/16/2016,116.8634
199-D8-5,2/15/2016,116.9006
199-D8-5,3/16/2016,117.0585
199-D8-5,4/15/2016,117.4341
199-D8-5,5/16/2016,117.5282
199-D8-5,6/15/2016,117.3438
199-D8-5,7/16/2016,117.2637
199-D8-5,8/16/2016,117.0296
199-D8-5,9/15/2016,116.6468
199-D8-5,10/16/2016,116.6235
199-D8-5,11/15/2016,116.9089
199-D8-5,12/16/2016,117.0651
199-D8-5,1/16/2017,117.2995
199-D8-5,2/14/2017,117.2431
199-D8-5,3/16/2017,117.4041
199-D8-5,4/15/2017,118.1072
199-D8-5,5/16/2017,118.4205
199-D8-5,6/15/2017,118.61
199-D8-5,7/16/2017,117.7996
199-D8-5,8/16/2017,117.2283
199-D8-5,9/15/2017,116.9354
199-D8-5,10/16/2017,116.6668
199-D8-5,11/15/2017,116.6613
199-D8-5,12/16/2017,116.9022
199-D8-5,1/16/2018,117.1405
199-D8-5,2/14/2018,117.4481
199-D8-5,3/16/2018,117.3247
199-D8-5,4/15/2018,117.4465
199-D8-5,5/16/2018,118.7039
199-D8-5,6/15/2018,118.4518
199-D8-5,7/16/2018,117.5832
199-D8-5,8/16/2018,117.1208
199-D8-5,9/15/2018,116.6491
199-D8-5,10/16/2018,116.4604
199-D8-5,11/15/2018,116.6968
199-D8-5,12/16/2018,116.7155
199-D8-5,1/16/2019,116.7385
199-D8-5,2/14/2019,116.7482
199-D8-5,3/16/2019,116.6075
199-D8-5,4/15/2019,116.5218
199-D8-5,5/16/2019,117.0972
199-D8-5,6/15/2019,117.1601
199-D8-5,7/16/2019,116.8174
199-D8-5,8/16/2019,116.7814
199-D8-5,9/15/2019,116.4011
199-D8-5,10/16/2019,116.2641
199-D8-5,11/15/2019,116.5707
199-D8-5,12/16/2019,116.6663
199-D8-54A,12/16/2014,
199-D8-54A,2/14/2015,
199-D8-54A,5/16/2015,
199-D8-54A,7/16/2015,
199-D8-54A,8/16/2015,117.6133
199-D8-54A,9/15/2015,117.1554
199-D8-54A,10/16/2015,117.0691
199-D8-54A,11/15/2015,117.3037
199-D8-54A,12/16/2015,117.3559
199-D8-54A,1/16/2016,117.4026
199-D8-54A,2/15/2016,117.4967
199-D8-54A,3/16/2016,117.6774
199-D8-54A,4/15/2016,118.0915
199-D8-54A,5/16/2016,118.0796
199-D8-54A,6/15/2016,117.935
199-D8-54A,7/16/2016,117.7391
199-D8-54A,8/16/2016,117.4904
199-D8-54A,9/15/2016,117.0295
199-D8-54A,10/16/2016,117.0929
199-D8-54A,11/15/2016,117.4497
199-D8-54A,12/16/2016,117.639
199-D8-54A,1/16/2017,117.8504
199-D8-54A,2/14/2017,117.686
199-D8-54A,3/16/2017,117.9679
199-D8-54A,5/16/2017,118.2955
199-D8-54A,6/15/2017,119.0698
199-D8-54A,7/16/2017,118.0962
199-D8-54A,8/16/2017,117.5184
199-D8-54A,9/15/2017,117.2008
199-D8-54A,10/16/2017,116.8558
199-D8-54A,11/15/2017,116.8359
199-D8-54A,12/16/2017,117.02
199-D8-54A,1/16/2018,117.6055
199-D8-54A,2/14/2018,118.0908
199-D8-54A,3/16/2018,117.7563
199-D8-54A,4/15/2018,117.8911
199-D8-54A,5/16/2018,119.4254
199-D8-54A,6/15/2018,118.8059
199-D8-54A,7/16/2018,118.0139
199-D8-54A,8/16/2018,117.6078
199-D8-54A,10/16/2018,116.864
199-D8-54A,11/15/2018,117.1265
199-D8-54A,12/16/2018,117.276
199-D8-54A,1/16/2019,117.1868
199-D8-54A,2/14/2019,117.225
199-D8-54A,3/16/2019,117.0033
199-D8-54A,4/15/2019,116.9129
199-D8-54A,5/16/2019,117.5487
199-D8-54A,7/16/2019,117.486
199-D8-54A,8/16/2019,117.2547
199-D8-54A,9/15/2019,116.4694
199-D8-54A,10/16/2019,116.385
199-D8-54A,11/15/2019,117.0481
199-D8-54A,12/16/2019,117.171
199-D8-54A,2/14/2020,117.6307
199-D8-54A,3/16/2020,117.59
199-D8-54A,4/15/2020,117.304
199-D8-54A,5/16/2020,117.7958
199-D8-54A,6/15/2020,118.6354
199-D8-54A,7/16/2020,118.3274
199-D8-54A,8/16/2020,117.6732
199-D8-54A,9/15/2020,117.1234
199-D8-54A,10/16/2020,116.91
199-D8-54A,11/15/2020,117.0847
199-D8-54A,12/16/2020,117.44
199-D8-6,11/15/2017,117.467
199-D8-6,2/14/2018,118.205
199-D8-6,5/16/2018,118.991
199-D8-6,10/16/2018,117.147
199-D8-6,2/14/2019,117.374
199-D8-6,5/16/2019,117.435
199-D8-6,10/16/2019,116.898
199-D8-6,11/15/2020,
199-D8-70,1/31/2014,117.6353
199-D8-70,2/14/2014,117.165
199-D8-70,3/16/2014,117.305
199-D8-70,4/15/2014,118.0258
199-D8-70,5/16/2014,118.5755
199-D8-70,6/15/2014,118.5644
199-D8-70,7/16/2014,118.2727
199-D8-70,8/16/2014,117.791
199-D8-70,9/15/2014,117.1164
199-D8-70,10/16/2014,117.01
199-D8-70,11/15/2014,117.3361
199-D8-70,12/16/2014,117.631
199-D8-70,1/16/2015,117.9301
199-D8-70,2/14/2015,118.1528
199-D8-70,3/16/2015,118.0516
199-D8-70,4/15/2015,117.8113
199-D8-70,5/16/2015,117.671
199-D8-70,6/15/2015,117.6625
199-D8-70,7/16/2015,117.5205
199-D8-70,8/16/2015,117.6007
199-D8-70,9/15/2015,117.1342
199-D8-70,10/16/2015,117.0011
199-D8-70,11/15/2015,117.2329
199-D8-70,12/16/2015,117.3119
199-D8-70,1/16/2016,117.3848
199-D8-70,2/15/2016,117.4877
199-D8-70,3/16/2016,117.6389
199-D8-70,4/15/2016,118.1731
199-D8-70,5/16/2016,118.1323
199-D8-70,6/15/2016,117.9623
199-D8-70,7/16/2016,117.7559
199-D8-70,8/16/2016,117.483
199-D8-70,9/15/2016,116.9833
199-D8-70,10/16/2016,117.0027
199-D8-70,11/15/2016,117.3861
199-D8-70,12/16/2016,117.6113
199-D8-70,1/16/2017,117.8492
199-D8-70,2/14/2017,117.6505
199-D8-70,3/16/2017,117.9185
199-D8-70,4/15/2017,118.6666
199-D8-70,5/16/2017,119.0706
199-D8-70,6/15/2017,119.1557
199-D8-70,7/16/2017,118.1677
199-D8-70,8/16/2017,117.5791
199-D8-70,9/15/2017,117.2569
199-D8-70,10/16/2017,116.9152
199-D8-70,11/15/2017,117.0413
199-D8-70,12/16/2017,117.133
199-D8-70,1/16/2018,117.5827
199-D8-70,2/14/2018,118.0725
199-D8-70,3/16/2018,117.8008
199-D8-70,4/15/2018,117.9214
199-D8-70,5/16/2018,119.3648
199-D8-70,6/15/2018,118.8757
199-D8-70,7/16/2018,118.0941
199-D8-70,8/16/2018,117.6477
199-D8-70,9/15/2018,117.1096
199-D8-70,10/16/2018,116.9141
199-D8-70,11/15/2018,117.2591
199-D8-70,12/16/2018,117.451
199-D8-70,1/16/2019,117.2405
199-D8-70,2/14/2019,117.3046
199-D8-70,3/16/2019,117.0948
199-D8-70,4/15/2019,116.9455
199-D8-70,5/16/2019,117.7347
199-D8-70,6/15/2019,117.6965
199-D8-70,7/16/2019,117.3085
199-D8-70,8/16/2019,117.2996
199-D8-70,9/15/2019,116.7769
199-D8-70,10/16/2019,116.6325
199-D8-70,11/15/2019,117.2007
199-D8-70,12/16/2019,117.237
199-D8-70,1/16/2020,117.3029
199-D8-70,2/14/2020,117.6332
199-D8-70,3/16/2020,117.1641
199-D8-70,4/15/2020,117.0037
199-D8-70,5/16/2020,118.0926
199-D8-70,6/15/2020,118.7102
199-D8-70,7/16/2020,118.3999
199-D8-70,8/16/2020,117.8231
199-D8-70,9/15/2020,117.1312
199-D8-70,10/16/2020,116.9771
199-D8-70,11/15/2020,117.348
199-D8-70,12/16/2020,117.5
199-D8-71,1/31/2014,117.3788
199-D8-71,2/14/2014,117.1007
199-D8-71,3/16/2014,117.222
199-D8-71,4/15/2014,118.0004
199-D8-71,5/16/2014,118.621
199-D8-71,6/15/2014,118.6464
199-D8-71,7/16/2014,118.4354
199-D8-71,8/16/2014,117.8837
199-D8-71,9/15/2014,117.1351
199-D8-71,10/16/2014,116.9145
199-D8-71,11/15/2014,117.2081
199-D8-71,12/16/2014,117.6034
199-D8-71,1/16/2015,117.9055
199-D8-71,2/14/2015,118.1695
199-D8-71,3/16/2015,118.0409
199-D8-71,4/15/2015,117.7581
199-D8-71,5/16/2015,117.6659
199-D8-71,6/15/2015,117.6229
199-D8-71,7/16/2015,117.4795
199-D8-71,8/16/2015,117.5663
199-D8-71,9/15/2015,117.0717
199-D8-71,10/16/2015,116.9303
199-D8-71,11/15/2015,117.1748
199-D8-71,12/16/2015,117.2572
199-D8-71,1/16/2016,117.301
199-D8-71,2/15/2016,117.4117
199-D8-71,3/16/2016,117.6259
199-D8-71,4/15/2016,118.0701
199-D8-71,5/16/2016,118.1292
199-D8-71,6/15/2016,117.9393
199-D8-71,7/16/2016,117.7219
199-D8-71,8/16/2016,117.4449
199-D8-71,9/15/2016,116.9131
199-D8-71,10/16/2016,116.9506
199-D8-71,11/15/2016,117.3481
199-D8-71,12/16/2016,117.597
199-D8-71,1/16/2017,117.8129
199-D8-71,2/14/2017,117.6409
199-D8-71,3/16/2017,117.9245
199-D8-71,4/15/2017,118.708
199-D8-71,5/16/2017,119.111
199-D8-71,6/15/2017,119.1564
199-D8-71,7/16/2017,118.1198
199-D8-71,8/16/2017,117.5258
199-D8-71,9/15/2017,117.2027
199-D8-71,10/16/2017,116.8537
199-D8-71,11/15/2017,116.9953
199-D8-71,12/16/2017,117.3431
199-D8-71,1/16/2018,117.6628
199-D8-71,2/14/2018,118.0483
199-D8-71,3/16/2018,117.7773
199-D8-71,4/15/2018,117.9157
199-D8-71,5/16/2018,119.4516
199-D8-71,6/15/2018,118.8432
199-D8-71,7/16/2018,118.0322
199-D8-71,8/16/2018,117.5857
199-D8-71,9/15/2018,117.039
199-D8-71,10/16/2018,116.8451
199-D8-71,11/15/2018,117.2289
199-D8-71,12/16/2018,117.2159
199-D8-71,1/16/2019,117.2529
199-D8-71,2/14/2019,117.2557
199-D8-71,3/16/2019,117.0231
199-D8-71,4/15/2019,116.8833
199-D8-71,5/16/2019,117.728
199-D8-71,6/15/2019,117.6747
199-D8-71,7/16/2019,117.2627
199-D8-71,8/16/2019,117.2518
199-D8-71,9/15/2019,116.69
199-D8-71,10/16/2019,116.5217
199-D8-71,11/15/2019,117.0296
199-D8-71,12/16/2019,117.1411
199-D8-71,1/16/2020,117.2584
199-D8-71,2/14/2020,117.6272
199-D8-71,3/16/2020,117.1832
199-D8-71,4/15/2020,116.94
199-D8-71,5/16/2020,118.1145
199-D8-71,6/15/2020,118.7485
199-D8-71,7/16/2020,118.3977
199-D8-71,8/16/2020,117.7987
199-D8-71,9/15/2020,117.0481
199-D8-71,10/16/2020,116.8842
199-D8-71,11/15/2020,117.2817
199-D8-71,12/16/2020,117.335
9-199-D5-153,4/15/2014,
9-199-D5-154,4/15/2014,
699-88-41A,11/15/2016,116.938
699-88-41A,2/14/2017,116.919
699-88-41A,3/16/2017,116.933
699-88-41A,4/15/2017,116.939
699-88-41A,5/16/2017,116.9509
699-88-41A,6/15/2017,116.9805
699-88-41A,7/16/2017,117.0151
