Well,Time,Observed,Simulated
699-96-44,2018-05-16,117.1828,116.652
699-96-44,2018-06-15,117.2597,116.7905
699-96-44,2018-07-16,117.3537,116.8784
699-96-44,2018-08-16,117.3725,116.8921
699-96-44,2018-09-15,117.3623,116.8458
699-96-44,2018-10-16,117.3052,116.7544
699-96-44,2018-11-15,117.2181,116.6725
699-96-44,2018-12-16,117.1851,116.6172
699-96-44,2019-01-16,117.142,116.5718
699-96-44,2019-02-14,117.0895,116.5337
699-96-44,2019-03-16,117.0507,116.498
699-96-44,2019-04-15,116.9994,116.4564
699-96-44,2019-05-16,116.9439,116.4268
699-96-44,2019-06-15,116.9089,116.4254
699-96-44,2019-07-16,116.9247,116.4315
699-96-44,2019-08-16,116.908,116.4314
699-96-44,2019-09-15,116.9229,116.4169
699-96-44,2019-10-16,116.878,116.3781
699-96-44,2019-11-15,116.8365,116.3379
699-96-44,2019-12-16,116.8136,116.309
699-96-44,2020-01-16,116.7163,116.2992
699-96-44,2020-02-14,116.734,116.3074
699-96-44,2020-03-16,116.699,116.3154
699-96-44,2020-04-15,116.6785,116.3109
699-96-44,2020-05-16,116.6583,116.3269
699-96-44,2020-06-15,116.723,116.4119
699-96-44,2020-07-16,116.8988,116.5344
699-96-44,2020-08-16,116.9414,116.5932
699-96-44,2020-09-15,116.8678,116.576
699-96-44,2020-10-16,116.8861,116.5225
699-96-44,2020-11-15,116.8761,116.4717
699-96-44,2020-12-16,116.858,116.4382
699-96-45,2014-05-16,116.788,116.5765
699-96-45,2014-10-16,116.979,116.8293
699-96-45,2015-05-16,116.825,116.5823
699-96-45,2015-10-16,116.836,116.4172
699-96-45,2016-05-16,116.935,116.4886
699-96-45,2016-10-16,116.885,116.4737
699-96-45,2017-05-16,116.767,116.4712
699-96-45,2017-10-16,117.198,116.7261
699-97-43B,2014-03-16,116.123,115.9004
699-97-43B,2014-10-16,116.313,116.2145
699-97-43B,2015-03-16,116.323,116.1132
699-97-43B,2015-10-16,116.011,115.7275
699-97-43B,2016-03-16,116.026,115.7236
699-97-43B,2016-11-15,116.05,115.7086
699-97-43B,2017-02-14,116.011,115.7639
699-97-43B,2017-03-16,116.016,115.7995
699-97-43B,2017-05-16,116.237,116.1144
699-97-43B,2017-10-16,116.335,116.0228
699-97-43B,2018-02-14,116.232,115.8472
699-97-43B,2018-03-16,116.281,115.9017
699-97-43B,2018-05-16,116.307,116.1619
699-97-43B,2018-11-15,,115.9302
699-97-43B,2019-01-16,,115.8611
699-97-43B,2019-03-16,116.272,115.8145
699-97-43B,2019-05-16,116.188,115.7749
699-97-43B,2019-11-15,116.063,115.5947
699-97-43B,2020-02-14,116.04,115.6489
699-97-43B,2020-03-16,116.09,115.6945
699-97-43B,2020-10-16,116.23,115.9099
199-H1-7,2014-02-14,115.252,115.2316
199-H1-7,2014-03-16,115.25,115.361
199-H1-7,2014-05-16,116.214,116.2976
199-H1-7,2014-08-16,116.168,116.118
199-H1-7,2014-10-16,115.344,115.1862
199-H1-7,2014-11-15,115.4035,115.1684
199-H1-7,2014-12-16,115.5332,115.3578
199-H1-7,2015-01-16,115.7596,115.6547
199-H1-7,2015-02-14,116.0119,115.9133
199-H1-7,2015-03-16,115.9614,115.9565
199-H1-7,2015-04-15,115.7997,115.7399
199-H1-7,2015-05-16,115.6259,115.6077
199-H1-7,2015-06-15,115.5953,115.583
199-H1-7,2015-07-16,115.4182,115.4019
199-H1-7,2015-08-16,115.3472,115.2538
199-H1-7,2015-09-15,115.2412,115.1437
199-H1-7,2016-03-16,115.2206,115.2787
199-H1-7,2016-04-15,115.7782,115.6625
199-H1-7,2016-05-16,115.8114,115.884
199-H1-7,2016-06-15,115.5361,115.7552
199-H1-7,2016-07-16,115.3938,115.5443
199-H1-7,2016-08-16,115.244,115.2797
199-H1-7,2016-12-16,115.2804,115.2494
199-H1-7,2017-01-16,115.4571,115.4711
199-H1-7,2017-02-14,115.3397,115.513
199-H1-7,2017-03-16,115.6389,115.6924
199-H1-7,2017-04-15,116.5886,116.2423
199-H1-7,2017-05-16,116.9691,116.8165
199-H1-7,2017-06-15,117.0592,116.988
199-H1-7,2017-07-16,116.0009,116.3557
199-H1-7,2017-08-16,115.5316,115.5228
199-H1-7,2017-09-15,115.3638,115.17
199-H1-7,2017-10-16,115.2075,114.9866
199-H1-7,2018-03-16,115.4714,115.6527
199-H1-7,2018-04-15,115.5189,115.6364
199-H1-7,2018-05-16,117.2238,116.6489
199-H1-7,2018-06-15,116.7342,117.0007
199-H1-7,2018-07-16,115.9183,116.1428
199-H1-7,2018-08-16,115.5902,115.5198
199-H1-7,2018-09-15,115.3377,115.1828
199-H1-7,2018-10-16,115.067,114.9522
199-H1-7,2018-11-15,115.2067,114.9011
199-H1-7,2018-12-16,115.2851,114.9737
199-H1-7,2019-02-14,115.048,115.0416
199-H1-7,2019-03-16,114.9225,115.0151
199-H1-7,2019-05-16,115.5864,115.3256
199-H1-7,2019-06-15,115.4716,115.572
199-H1-7,2019-07-16,115.126,115.307
199-H1-7,2019-10-16,115.0364,114.7125
199-H1-7,2019-11-15,115.036,114.7394
199-H1-7,2020-02-14,114.93,115.2341
199-H1-7,2020-05-16,116.0053,115.6437
199-H1-7,2020-06-15,116.5909,116.4336
199-H1-7,2020-07-16,116.2371,116.3949
199-H1-7,2020-08-16,115.5998,115.8419
199-H1-7,2020-09-15,115.3114,115.3292
199-H1-7,2020-11-15,115.2094,114.9672
199-H1-7,2020-12-16,115.07,115.0858
199-H3-11,2016-03-16,115.076,115.1895
199-H3-11,2016-05-16,115.396,115.5334
199-H3-11,2016-11-15,115.094,115.122
199-H3-11,2017-11-15,115.214,115.1389
199-H3-11,2018-03-16,115.368,115.3128
199-H3-11,2018-10-16,115.33,115.3486
199-H3-11,2019-11-15,114.749,114.9094
199-H3-11,2020-12-16,115.01,115.1355
199-H3-6,2014-02-14,114.889,115.041
199-H3-6,2014-03-16,115.016,115.1488
199-H3-6,2014-05-16,116.045,116.1093
199-H3-6,2014-08-16,115.835,115.9915
199-H3-6,2014-10-16,115.02,114.9647
199-H3-6,2015-02-14,115.896,115.7928
199-H3-6,2015-03-16,115.914,115.8782
199-H3-6,2015-04-15,115.542,115.6995
199-H3-6,2015-08-16,115.336,115.2856
199-H3-6,2015-11-15,114.708,114.7652
199-H3-6,2016-02-15,114.897,115.051
199-H3-6,2016-03-16,115.147,115.2037
199-H3-6,2016-05-16,115.855,115.8359
199-H3-6,2016-11-15,115.147,114.9124
199-H3-6,2017-02-14,115.382,115.4698
199-H3-6,2017-03-16,115.457,115.6439
199-H3-6,2017-05-16,116.813,116.8006
199-H3-6,2017-11-15,114.57,114.657
199-H3-6,2018-02-14,115.389,115.5228
199-H3-6,2018-03-16,115.611,115.5732
199-H3-6,2018-05-16,115.97,116.6321
199-H3-6,2018-10-16,114.741,114.7604
199-H3-6,2019-02-14,114.939,114.9205
199-H3-6,2019-05-16,114.953,115.0655
199-H3-6,2019-11-15,114.454,114.5231
199-H3-6,2020-03-16,114.99,115.0245
199-H3-7,2014-02-14,115.676,115.8092
199-H3-7,2014-03-16,115.62,115.8094
199-H3-7,2014-05-16,116.04,116.3432
199-H3-7,2014-08-16,116.564,116.5946
199-H3-7,2014-10-16,115.74,116.0292
199-H3-7,2015-02-14,115.95,116.0707
199-H3-7,2015-03-16,116.178,116.158
199-H3-7,2015-04-15,116.066,116.1126
199-H3-7,2015-08-16,115.6,115.7412
199-H3-7,2015-11-15,115.176,115.3366
199-H3-7,2016-02-15,115.128,115.3185
199-H3-7,2016-03-16,115.174,115.3887
199-H3-7,2016-05-16,115.625,115.7959
199-H3-7,2016-11-15,115.265,115.3976
199-H3-7,2017-03-16,115.539,115.6637
199-H3-7,2017-11-15,115.316,115.3919
199-H3-7,2018-03-16,115.493,115.5465
199-H3-7,2018-12-16,115.355,115.3798
199-H3-7,2019-03-16,115.125,115.1794
199-H3-7,2019-11-15,114.804,115.0452
199-H3-7,2020-03-16,114.96,115.2283
199-H3-7,2020-11-15,115.1,115.3571
199-H4-10,2014-03-16,115.284,115.0629
199-H4-10,2014-05-16,117.038,116.309
199-H4-10,2014-06-15,116.55,116.6177
199-H4-10,2014-10-16,114.643,114.4424
199-H4-10,2014-12-16,115.207,115.1095
199-H4-10,2015-02-14,116.0344,115.9257
199-H4-10,2015-03-16,115.7715,115.9523
199-H4-10,2015-04-15,115.4122,115.6501
199-H4-10,2015-05-16,115.3684,115.4946
199-H4-10,2015-06-15,115.356,115.4744
199-H4-10,2015-07-16,115.2768,115.283
199-H4-10,2015-08-16,115.3948,115.1793
199-H4-10,2015-09-15,114.7965,114.836
199-H4-10,2015-10-16,114.6649,114.4285
199-H4-10,2015-11-15,115.0244,114.6139
199-H4-10,2015-12-16,115.151,114.8675
199-H4-10,2016-02-15,115.2275,115.0952
199-H4-10,2016-03-16,115.3528,115.2925
199-H4-10,2016-04-15,116.0955,115.7819
199-H4-10,2016-05-16,115.9187,116.015
199-H4-10,2016-06-15,115.7088,115.8172
199-H4-10,2016-07-16,115.4169,115.5537
199-H4-10,2016-08-16,115.1988,115.2036
199-H4-10,2016-09-15,114.6772,114.6946
199-H4-10,2016-10-16,114.7619,114.4646
199-H4-10,2016-11-15,115.3502,114.8356
199-H4-10,2016-12-16,115.4176,115.2901
199-H4-10,2017-01-16,115.6203,115.5516
199-H4-10,2017-02-14,115.439,115.572
199-H4-10,2017-03-16,116.0374,115.7971
199-H4-10,2017-04-15,116.9937,116.4773
199-H4-10,2017-05-16,117.4789,117.1196
199-H4-10,2017-06-15,117.167,117.2533
199-H4-10,2017-07-16,115.7073,116.4013
199-H4-10,2017-08-16,115.1658,115.3234
199-H4-10,2017-09-15,114.9211,114.7959
199-H4-10,2017-10-16,114.5419,114.4132
199-H4-10,2017-11-15,114.774,114.3758
199-H4-10,2017-12-16,115.0187,114.7885
199-H4-10,2018-03-16,115.3797,115.7361
199-H4-10,2018-04-15,115.8426,115.7028
199-H4-10,2018-05-16,118.049,116.9449
199-H4-10,2018-06-15,116.6156,117.238
199-H4-10,2018-07-16,115.6328,116.1031
199-H4-10,2018-08-16,115.2986,115.3601
199-H4-10,2018-09-15,114.7181,114.7173
199-H4-10,2018-10-16,114.5405,114.3135
199-H4-10,2018-11-15,115.1756,114.5766
199-H4-10,2018-12-16,114.9776,114.8468
199-H4-10,2019-01-16,115.0226,114.8986
199-H4-10,2019-02-14,115.013,114.9597
199-H4-10,2019-03-16,114.7888,114.7767
199-H4-10,2019-04-15,114.5735,114.6357
199-H4-10,2019-05-16,115.7518,115.2611
199-H4-10,2019-06-15,115.4881,115.6483
199-H4-10,2019-07-16,115.0322,115.2203
199-H4-10,2019-08-16,115.1441,114.9606
199-H4-10,2019-09-15,114.5427,114.5347
199-H4-10,2019-10-16,114.2284,114.128
199-H4-10,2019-11-15,114.9668,114.4997
199-H4-10,2019-12-16,114.913,114.8579
199-H4-10,2020-01-16,115.0384,114.9852
199-H4-10,2020-02-14,115.4219,115.2888
199-H4-10,2020-03-16,114.8764,115.1065
199-H4-10,2020-04-15,114.6325,114.7748
199-H4-10,2020-05-16,116.4505,115.6595
199-H4-10,2020-06-15,117.0023,116.7019
199-H4-10,2020-07-16,116.1646,116.5339
199-H4-10,2020-08-16,115.4614,115.8062
199-H4-10,2020-09-15,114.7611,114.99
199-H4-10,2020-10-16,114.6174,114.457
199-H4-10,2020-11-15,115.3207,114.7415
199-H4-10,2020-12-16,115.11,115.0909
199-H4-11,2014-01-31,114.6894,114.9565
199-H4-11,2014-02-14,114.2949,114.7548
199-H4-11,2014-03-16,115.0943,114.9663
199-H4-11,2014-04-15,115.4899,115.5652
199-H4-11,2014-05-16,116.3466,116.1526
199-H4-11,2014-06-15,116.2541,116.4765
199-H4-11,2014-07-16,115.8933,116.2852
199-H4-11,2014-08-16,115.1578,115.772
199-H4-11,2014-09-15,114.3425,114.9714
199-H4-11,2014-10-16,114.6195,114.4596
199-H4-11,2014-11-15,114.8308,114.5917
199-H4-11,2014-12-16,114.9074,114.9988
199-H4-11,2015-01-16,115.4809,115.4358
199-H4-11,2015-02-14,115.9029,115.7888
199-H4-11,2015-03-16,115.6598,115.8321
199-H4-11,2015-04-15,115.256,115.5556
199-H4-11,2015-05-16,115.2117,115.4063
199-H4-11,2015-06-15,115.1592,115.3803
199-H4-11,2015-07-16,115.0018,115.2032
199-H4-11,2015-08-16,115.01,115.0968
199-H4-11,2015-09-15,114.4821,114.7662
199-H4-11,2015-10-16,114.3817,114.3658
199-H4-11,2015-11-15,114.7576,114.5015
199-H4-11,2015-12-16,114.7675,114.7208
199-H4-11,2016-01-16,114.7956,114.8125
199-H4-11,2016-02-15,115.0049,114.9284
199-H4-11,2016-03-16,115.246,115.121
199-H4-11,2016-04-15,115.9203,115.5962
199-H4-11,2016-05-16,115.917,115.8417
199-H4-11,2016-06-15,115.6183,115.6742
199-H4-11,2016-07-16,115.2787,115.4321
199-H4-11,2016-08-16,114.9915,115.1
199-H4-11,2016-09-15,114.3621,114.6234
199-H4-11,2016-10-16,114.72,114.3707
199-H4-11,2016-11-15,115.1567,114.6674
199-H4-11,2016-12-16,115.316,115.0867
199-H4-11,2017-01-16,115.6385,115.3466
199-H4-11,2017-02-14,115.3322,115.3774
199-H4-11,2017-03-16,115.9124,115.5967
199-H4-11,2017-04-15,116.8618,116.2598
199-H4-11,2017-05-16,117.6725,116.9024
199-H4-11,2017-06-15,116.6161,117.0514
199-H4-11,2017-07-16,115.3148,116.25
199-H4-11,2017-08-16,114.6924,115.2275
199-H4-11,2017-09-15,114.4509,114.7052
199-H4-11,2017-10-16,114.294,114.3048
199-H4-11,2017-11-15,114.3934,114.2333
199-H4-11,2017-12-16,114.6719,114.6057
199-H4-11,2018-01-16,115.3459,115.0907
199-H4-11,2018-02-14,115.8719,115.5579
199-H4-11,2018-03-16,115.3177,115.5337
199-H4-11,2018-04-15,115.7254,115.5058
199-H4-11,2018-05-16,117.8971,116.715
199-H4-11,2018-06-15,116.5154,117.0449
199-H4-11,2018-07-16,115.5094,115.9762
199-H4-11,2018-08-16,115.0922,115.2527
199-H4-11,2018-09-15,114.5431,114.6371
199-H4-11,2018-10-16,114.463,114.2231
199-H4-11,2018-11-15,114.9315,114.4266
199-H4-11,2018-12-16,114.7287,114.6712
199-H4-11,2019-01-16,114.7846,114.7173
199-H4-11,2019-02-14,114.7777,114.765
199-H4-11,2019-03-16,114.4477,114.5911
199-H4-11,2019-04-15,114.298,114.4514
199-H4-11,2019-05-16,115.613,115.0454
199-H4-11,2019-06-15,115.2772,115.4328
199-H4-11,2019-07-16,114.7695,115.0373
199-H4-11,2019-08-16,114.8403,114.7787
199-H4-11,2019-09-15,114.0492,114.3577
199-H4-11,2019-10-16,113.8412,113.9498
199-H4-11,2019-11-15,114.7217,114.2862
199-H4-11,2019-12-16,114.719,114.6311
199-H4-11,2020-01-16,114.8243,114.7624
199-H4-11,2020-02-14,115.2227,115.0607
199-H4-11,2020-03-16,114.5045,114.9147
199-H4-11,2020-04-15,114.4065,114.6101
199-H4-11,2020-05-16,116.2956,115.4435
199-H4-11,2020-06-15,116.8218,116.4646
199-H4-11,2020-07-16,116.0242,116.3556
199-H4-11,2020-08-16,115.2723,115.6674
199-H4-11,2020-09-15,114.3961,114.89
199-H4-11,2020-10-16,114.2925,114.3704
199-H4-11,2020-11-15,115.05,114.5868
199-H4-11,2020-12-16,114.8776,114.8934
199-H4-13,2014-03-16,115.2665,115.0098
199-H4-13,2014-05-16,116.896,116.1462
199-H4-13,2014-06-15,116.445,116.4706
199-H4-13,2014-09-15,114.355,115.0545
199-H4-13,2014-10-16,114.366,114.5638
199-H4-13,2014-11-15,115.0286,114.6599
199-H4-13,2014-12-16,115.1521,115.0238
199-H4-13,2015-01-16,115.5958,115.4393
199-H4-13,2015-02-14,116.0869,115.7882
199-H4-13,2015-03-16,115.8375,115.8392
199-H4-13,2015-04-15,115.4302,115.5777
199-H4-13,2015-05-16,115.4127,115.4291
199-H4-13,2015-06-15,115.3382,115.3982
199-H4-13,2015-07-16,115.2276,115.2302
199-H4-13,2015-08-16,115.3608,115.1259
199-H4-13,2015-09-15,114.654,114.8218
199-H4-13,2015-10-16,114.5503,114.4458
199-H4-13,2015-11-15,114.9578,114.5478
199-H4-13,2015-12-16,114.8996,114.7414
199-H4-13,2016-01-16,115.0259,114.8279
199-H4-13,2016-02-15,115.0306,114.938
199-H4-13,2016-03-16,115.2131,115.1259
199-H4-13,2016-04-15,115.9478,115.5892
199-H4-13,2016-05-16,115.7737,115.8365
199-H4-13,2016-06-15,115.5792,115.6817
199-H4-13,2016-07-16,115.2543,115.4518
199-H4-13,2016-08-16,115.0772,115.1387
199-H4-13,2016-09-15,114.3336,114.6993
199-H4-13,2016-10-16,114.4922,114.4541
199-H4-13,2016-11-15,115.0778,114.7057
199-H4-13,2016-12-16,115.2561,115.0915
199-H4-13,2017-01-16,115.4564,115.3443
199-H4-13,2017-02-14,115.2767,115.3784
199-H4-13,2017-03-16,115.8659,115.5879
199-H4-13,2017-04-15,116.8066,116.2387
199-H4-13,2017-05-16,117.2878,116.8861
199-H4-13,2017-06-15,117.0167,117.0431
199-H4-13,2017-07-16,115.5785,116.275
199-H4-13,2017-08-16,114.9504,115.2846
199-H4-13,2017-09-15,114.5818,114.7783
199-H4-13,2017-10-16,114.1686,114.4014
199-H4-13,2017-11-15,114.4841,114.318
199-H4-13,2017-12-16,114.8997,114.6363
199-H4-13,2018-01-16,115.3273,115.0852
199-H4-13,2018-02-14,115.8434,115.5414
199-H4-13,2018-03-16,115.2975,115.5304
199-H4-13,2018-04-15,115.7072,115.5066
199-H4-13,2018-05-16,117.8219,116.7037
199-H4-13,2018-06-15,116.5127,117.0489
199-H4-13,2018-07-16,115.5242,116.0099
199-H4-13,2018-08-16,115.0912,115.3095
199-H4-13,2018-09-15,114.3667,114.7288
199-H4-13,2018-10-16,114.2197,114.3346
199-H4-13,2018-11-15,114.8977,114.4894
199-H4-13,2018-12-16,114.6813,114.6977
199-H4-13,2019-01-16,114.7822,114.738
199-H4-13,2019-02-14,114.7663,114.7762
199-H4-13,2019-03-16,114.4074,114.6175
199-H4-13,2019-04-15,114.3422,114.4842
199-H4-13,2019-05-16,115.6115,115.0382
199-H4-13,2019-06-15,115.282,115.4106
199-H4-13,2019-07-16,114.7975,115.0471
199-H4-13,2019-08-16,114.857,114.805
199-H4-13,2019-09-15,114.0651,114.4255
199-H4-13,2019-10-16,113.8986,114.0471
199-H4-13,2019-11-15,114.74,114.3275
199-H4-13,2019-12-16,114.625,114.6355
199-H4-13,2020-01-16,114.8416,114.7648
199-H4-13,2020-02-14,115.2092,115.0497
199-H4-13,2020-03-16,114.5185,114.9242
199-H4-13,2020-04-15,114.4569,114.637
199-H4-13,2020-05-16,116.2213,115.437
199-H4-13,2020-06-15,116.7345,116.44
199-H4-13,2020-07-16,115.9774,116.35
199-H4-13,2020-08-16,115.2724,115.6863
199-H4-13,2020-09-15,114.443,114.9578
199-H4-13,2020-10-16,114.349,114.4653
199-H4-13,2020-11-15,115.0401,114.6341
199-H4-13,2020-12-16,114.8902,114.9026
199-H4-16,2014-02-14,115.485,115.5441
199-H4-16,2014-03-16,115.465,115.5673
199-H4-16,2014-05-16,116.329,116.2943
199-H4-16,2014-08-16,116.505,116.5436
199-H4-16,2014-10-16,115.6165,115.7331
199-H4-16,2015-02-14,116.011,116.0679
199-H4-16,2015-03-16,116.22,116.1529
199-H4-16,2015-05-16,115.881,115.9508
199-H4-16,2015-08-16,115.559,115.678
199-H4-16,2015-11-15,114.908,114.9897
199-H4-16,2016-03-16,115.039,115.1292
199-H4-16,2016-05-16,115.569,115.5927
199-H4-16,2016-10-16,114.799,114.9988
199-H4-16,2016-11-15,114.954,114.9293
199-H4-16,2017-03-16,115.261,115.3667
199-H4-16,2017-05-16,116.263,116.0974
199-H4-16,2017-10-16,115.135,115.073
199-H4-16,2017-11-15,114.861,114.8577
199-H4-16,2018-03-16,115.384,115.2879
199-H4-16,2018-10-16,114.971,115.0214
199-H4-16,2019-03-16,114.862,114.8182
199-H4-16,2019-11-15,114.494,114.638
199-H4-16,2020-03-16,114.8,114.9744
199-H4-45,2014-03-16,115.3145,115.383
199-H4-45,2014-05-16,116.523,116.1878
199-H4-45,2014-06-15,116.528,116.5266
199-H4-45,2014-09-15,115.892,115.8008
199-H4-45,2014-10-16,115.416,115.3871
199-H4-45,2014-12-16,115.551,115.4111
199-H4-45,2015-02-14,116.072,115.9175
199-H4-45,2015-03-16,116.059,116.0182
199-H4-45,2015-05-16,115.751,115.7774
199-H4-45,2015-12-16,115.001,115.0189
199-H4-45,2016-03-16,115.2065,115.253
199-H4-45,2016-05-16,115.794,115.8136
199-H4-45,2016-06-15,115.398,115.8131
199-H4-45,2016-10-16,114.922,115.0243
199-H4-45,2016-12-16,115.183,115.2087
199-H4-45,2017-03-16,115.46,115.6086
199-H4-45,2017-05-16,116.554,116.5502
199-H4-45,2017-10-16,115.112,115.0377
199-H4-45,2017-12-16,115.063,114.9299
199-H4-45,2018-03-16,115.563,115.5261
199-H4-45,2018-12-16,115.209,114.9985
199-H4-45,2019-03-16,114.96,114.8903
199-H4-45,2019-12-16,114.776,114.7803
199-H4-45,2020-03-16,114.96,115.0566
199-H4-45,2020-12-16,115.04,115.0455
199-H4-46,2014-02-14,115.613,115.7248
199-H4-46,2014-03-16,115.569,115.7235
199-H4-46,2014-05-16,116.286,116.297
199-H4-46,2014-08-16,116.521,116.5891
199-H4-46,2014-10-16,115.7755,115.9691
199-H4-46,2015-02-14,115.946,116.0416
199-H4-46,2015-03-16,116.174,116.1216
199-H4-46,2015-05-16,115.9445,115.9781
199-H4-46,2015-08-16,115.506,115.7037
199-H4-46,2015-11-15,115.058,115.1918
199-H4-46,2016-02-15,115.01,115.1679
199-H4-46,2016-03-16,115.082,115.248
199-H4-46,2016-05-16,115.5265,115.6618
199-H4-46,2016-10-16,115.042,115.2697
199-H4-46,2016-11-15,115.122,115.1631
199-H4-46,2017-03-16,115.378,115.4614
199-H4-46,2017-05-16,116.092,116.03
199-H4-46,2017-10-16,115.422,115.3861
199-H4-46,2017-11-15,115.157,115.1565
199-H4-46,2018-03-16,115.3715,115.3773
199-H4-46,2018-10-16,115.262,115.3606
199-H4-46,2019-03-16,115.039,115.0204
199-H4-46,2019-11-15,114.684,114.8838
199-H4-46,2020-03-16,114.92,115.1214
199-H4-47,2014-03-16,115.505,115.6156
199-H4-47,2014-05-16,116.459,116.2275
199-H4-47,2014-10-16,115.795,115.8521
199-H4-47,2015-03-16,116.171,116.0671
199-H4-47,2015-05-16,115.878,115.909
199-H4-47,2016-02-15,114.872,115.0665
199-H4-47,2016-03-16,114.968,115.1555
199-H4-47,2016-05-16,115.419,115.571
199-H4-47,2016-10-16,114.892,115.111
199-H4-47,2016-11-15,114.977,115.0266
199-H4-47,2017-03-16,115.2573,115.3802
199-H4-47,2017-04-15,115.7393,115.6417
199-H4-47,2017-05-16,116.0925,116.0131
199-H4-47,2017-06-15,116.5367,116.2654
199-H4-47,2017-07-16,116.1319,116.1105
199-H4-47,2017-08-16,115.7788,115.771
199-H4-47,2017-09-15,115.573,115.5242
199-H4-47,2017-10-16,115.2081,115.2315
199-H4-47,2017-11-15,115.0369,115.0011
199-H4-47,2017-12-16,115.0203,114.9431
199-H4-47,2018-01-16,115.0796,115.032
199-H4-47,2018-02-14,115.2254,115.2082
199-H4-47,2018-03-16,115.3133,115.304
199-H4-47,2018-04-15,115.2434,115.3517
199-H4-47,2018-05-16,115.8628,115.8925
199-H4-47,2018-06-15,116.5413,116.3233
199-H4-47,2018-07-16,116.0455,116.1113
199-H4-47,2018-08-16,115.7683,115.7972
199-H4-47,2018-09-15,115.4582,115.4839
199-H4-47,2018-10-16,115.1903,115.1823
199-H4-47,2018-11-15,115.113,115.0464
199-H4-47,2018-12-16,115.0882,115.0042
199-H4-47,2019-01-16,115.029,114.9773
199-H4-47,2019-02-14,114.9777,114.9591
199-H4-47,2019-03-16,114.944,114.9117
199-H4-47,2019-04-15,114.8234,114.8603
199-H4-47,2019-05-16,114.9485,114.9917
199-H4-47,2019-06-15,115.1143,115.1609
199-H4-47,2019-07-16,115.03,115.155
199-H4-47,2019-08-16,114.9333,115.0763
199-H4-47,2019-09-15,114.8101,114.9519
199-H4-47,2019-10-16,114.6759,114.8062
199-H4-47,2019-11-15,114.5961,114.7627
199-H4-47,2019-12-16,114.6232,114.7915
199-H4-47,2020-03-16,114.8246,115.0428
199-H4-47,2020-04-15,114.7644,115.0067
199-H4-47,2020-06-15,115.4666,115.6312
199-H4-47,2020-07-16,115.7538,115.8446
199-H4-47,2020-08-16,115.5447,115.7368
199-H4-47,2020-09-15,115.2873,115.4642
199-H4-47,2020-10-16,114.96,115.1763
199-H4-5,2014-01-31,114.9793,114.9936
199-H4-5,2014-02-14,114.719,114.8122
199-H4-5,2014-03-16,115.3424,114.9871
199-H4-5,2014-04-15,115.72,115.5423
199-H4-5,2014-05-16,116.5299,116.1271
199-H4-5,2014-06-15,116.4978,116.4617
199-H4-5,2014-07-16,116.1877,116.3059
199-H4-5,2014-08-16,115.5352,115.8297
199-H4-5,2014-09-15,114.8617,115.0794
199-H4-5,2014-10-16,114.6705,114.5668
199-H4-5,2014-11-15,115.0623,114.6463
199-H4-5,2014-12-16,115.2912,115.0194
199-H4-5,2015-01-16,115.5764,115.4325
199-H4-5,2015-02-14,115.917,115.7665
199-H4-5,2015-03-16,115.7265,115.8231
199-H4-5,2015-04-15,115.4253,115.5778
199-H4-5,2015-05-16,115.2889,115.433
199-H4-5,2015-06-15,115.3155,115.4047
199-H4-5,2015-07-16,115.2012,115.2291
199-H4-5,2015-08-16,115.2848,115.0973
199-H4-5,2015-09-15,114.7269,114.785
199-H4-5,2015-10-16,114.5622,114.4112
199-H4-5,2015-11-15,114.8585,114.5168
199-H4-5,2015-12-16,114.8728,114.732
