"NAME","XCOORDS","YCOORDS","EVENT","VAL","TYPE"
"RIV_CP_38",595046.59,126215.585,8,106.829863156822,"RIV_CP"
"RIV_CP_39",595165,123933.88,8,106.482492791311,"RIV_CP"
"RIV_CP_40",595098.76,121005.25,8,106.035215929126,"RIV_CP"
"RIV_CP_41",594655.965,118429.83,8,105.637920947262,"RIV_CP"
"RIV_CP_42",595016.1,113778.59,8,104.920401540351,"RIV_CP"
"RIV_CP_43",594338.835,105531.415,8,103.640980873967,"RIV_CP"
"RIV_CP_01",550114.325,143742.035,9,122.024292568221,"RIV_CP"
"RIV_CP_02",554633.79,144304.29,9,120.870123947423,"RIV_CP"
"RIV_CP_03",558566.085,145454.23,9,119.73632249206,"RIV_CP"
"RIV_CP_04",560043.375,146167.09,9,119.284843302873,"RIV_CP"
"RIV_CP_05",561331.08,146355.965,9,118.9232515014,"RIV_CP"
"RIV_CP_06",563178.115,145883.48,9,118.394142651232,"RIV_CP"
"RIV_CP_07",564867.72,145463.455,9,117.917580074874,"RIV_CP"
"RIV_CP_08",566845.175,146186.655,9,117.470486214558,"RIV_CP"
"RIV_CP_09",569628.205,148212.56,9,116.87877338902,"RIV_CP"
"RIV_CP_10",571679.61,150577.26,9,116.323231123561,"RIV_CP"
"RIV_CP_11",572994.975,152135.33,9,115.770331474461,"RIV_CP"
"RIV_CP_12",573696.805,152878.56,9,115.469593861289,"RIV_CP"
"RIV_CP_13",574010.03,153615.74,9,115.231614992554,"RIV_CP"
"RIV_CP_14",574235.45,154240.65,9,115.035503453594,"RIV_CP"
"RIV_CP_15",574479.345,154496.52,9,114.929737170839,"RIV_CP"
"RIV_CP_16",575201.67,154589.815,9,114.698374453615,"RIV_CP"
"RIV_CP_17",576120.135,154370.755,9,114.416325016413,"RIV_CP"
"RIV_CP_18",577012.305,153886.61,9,114.116646490808,"RIV_CP"
