Group,SP,tte,Mass (ug/month),WasteSite
1.0,54,1642,119063700.0,100-D-100 Sidewall
1.0,55,1673,220292200.0,100-D-100 Sidewall
1.0,56,1704,349103400.0,100-D-100 Sidewall
1.0,57,1734,469629000.0,100-D-100 Sidewall
1.0,58,1765,531079600.0,100-D-100 Sidewall
1.0,59,1795,439620000.0,100-D-100 Sidewall
1.0,60,1826,274433700.0,100-D-100 Sidewall
1.0,61,1857,236449400.0,100-D-100 Sidewall
1.0,62,1885,182652960.0,100-D-100 Sidewall
1.0,63,1916,197494180.0,100-D-100 Sidewall
1.0,64,1946,183043800.0,100-D-100 Sidewall
1.0,65,1977,156156300.0,100-D-100 Sidewall
1.0,66,2007,137957400.0,100-D-100 Sidewall
1.0,67,2038,155135780.0,100-D-100 Sidewall
1.0,68,2069,167985280.0,100-D-100 Sidewall
1.0,69,2099,189601800.0,100-D-100 Sidewall
1.0,70,2130,197160620.0,100-D-100 Sidewall
1.0,71,2160,177583200.0,100-D-100 Sidewall
1.0,72,2191,145661560.0,100-D-100 Sidewall
1.0,73,2222,145693800.0,100-D-100 Sidewall
1.0,74,2251,128836560.0,100-D-100 Sidewall
1.0,75,2282,136041020.0,100-D-100 Sidewall
1.0,76,2312,134946900.0,100-D-100 Sidewall
1.0,77,2343,150305360.0,100-D-100 Sidewall
1.0,78,2373,86851800.0,100-D-100 Sidewall
1.0,79,2404,40378740.0,100-D-100 Sidewall
1.0,80,2435,118262830.0,100-D-100 Sidewall
1.0,81,2465,330015000.0,100-D-100 Sidewall
1.0,82,2496,489775200.0,100-D-100 Sidewall
1.0,83,2526,323016000.0,100-D-100 Sidewall
1.0,84,2557,234756800.0,100-D-100 Sidewall
1.0,85,2588,150505000.0,100-D-100 Sidewall
1.0,86,2616,92333640.0,100-D-100 Sidewall
1.0,87,2647,173208780.0,100-D-100 Sidewall
1.0,88,2677,194887200.0,100-D-100 Sidewall
1.0,89,2708,174479160.0,100-D-100 Sidewall
1.0,90,2738,113848200.0,100-D-100 Sidewall
1.0,91,2769,96421160.0,100-D-100 Sidewall
1.0,92,2800,140979010.0,100-D-100 Sidewall
1.0,93,2830,228700800.0,100-D-100 Sidewall
1.0,94,2861,236640980.0,100-D-100 Sidewall
1.0,95,2891,192325200.0,100-D-100 Sidewall
1.0,96,2922,129002160.0,100-D-100 Sidewall
1.0,97,2953,125691670.0,100-D-100 Sidewall
1.0,98,2981,84813120.0,100-D-100 Sidewall
1.0,99,3012,96089150.0,100-D-100 Sidewall
1.0,100,3042,133811100.0,100-D-100 Sidewall
1.0,101,3073,138500250.0,100-D-100 Sidewall
1.0,102,3103,68723400.0,100-D-100 Sidewall
1.0,103,3134,58913330.0,100-D-100 Sidewall
1.0,104,3165,121787530.0,100-D-100 Sidewall
1.0,105,3195,229792200.0,100-D-100 Sidewall
1.0,106,3226,354475700.0,100-D-100 Sidewall
1.0,107,3256,358191000.0,100-D-100 Sidewall
1.0,108,3287,241984140.0,100-D-100 Sidewall
1.0,109,3318,483193900.0,100-D-100 Sidewall
1.0,110,3346,73283560.0,100-D-100 Sidewall
1.0,111,3377,203953340.0,100-D-100 Sidewall
1.0,112,3407,166591500.0,100-D-100 Sidewall
1.0,113,3438,105755880.0,100-D-100 Sidewall
1.0,114,3468,44902800.0,100-D-100 Sidewall
1.0,115,3499,56043660.0,100-D-100 Sidewall
2.0,1,31,4672909.0,100-D-56-2 Pipeline
2.0,2,59,20282360.0,100-D-56-2 Pipeline
2.0,3,90,34374970.0,100-D-56-2 Pipeline
2.0,4,120,35611500.0,100-D-56-2 Pipeline
2.0,5,151,46016400.0,100-D-56-2 Pipeline
2.0,6,181,63798000.0,100-D-56-2 Pipeline
2.0,7,212,86778300.0,100-D-56-2 Pipeline
2.0,8,243,141775400.0,100-D-56-2 Pipeline
2.0,9,273,236700000.0,100-D-56-2 Pipeline
2.0,10,304,316587500.0,100-D-56-2 Pipeline
2.0,11,334,296100000.0,100-D-56-2 Pipeline
2.0,12,365,232627100.0,100-D-56-2 Pipeline
2.0,13,396,198573600.0,100-D-56-2 Pipeline
2.0,14,424,135346400.0,100-D-56-2 Pipeline
2.0,15,455,144757600.0,100-D-56-2 Pipeline
2.0,16,485,188508000.0,100-D-56-2 Pipeline
2.0,17,516,248099200.0,100-D-56-2 Pipeline
2.0,18,546,269673000.0,100-D-56-2 Pipeline
2.0,19,577,308533700.0,100-D-56-2 Pipeline
2.0,20,608,346059200.0,100-D-56-2 Pipeline
2.0,21,638,388803000.0,100-D-56-2 Pipeline
2.0,22,669,423401100.0,100-D-56-2 Pipeline
2.0,23,699,395631000.0,100-D-56-2 Pipeline
2.0,24,730,303006400.0,100-D-56-2 Pipeline
2.0,25,761,247826400.0,100-D-56-2 Pipeline
2.0,26,790,179452000.0,100-D-56-2 Pipeline
2.0,27,821,127067450.0,100-D-56-2 Pipeline
2.0,28,851,84397800.0,100-D-56-2 Pipeline
2.0,29,882,122817040.0,100-D-56-2 Pipeline
2.0,30,912,144240000.0,100-D-56-2 Pipeline
2.0,31,943,180937700.0,100-D-56-2 Pipeline
2.0,32,974,253570700.0,100-D-56-2 Pipeline
2.0,33,1004,344238000.0,100-D-56-2 Pipeline
2.0,34,1035,419473400.0,100-D-56-2 Pipeline
2.0,35,1065,324198000.0,100-D-56-2 Pipeline
2.0,36,1096,197519600.0,100-D-56-2 Pipeline
2.0,37,1127,146103000.0,100-D-56-2 Pipeline
2.0,38,1155,132490400.0,100-D-56-2 Pipeline
2.0,39,1186,154321100.0,100-D-56-2 Pipeline
2.0,40,1216,176790000.0,100-D-56-2 Pipeline
2.0,41,1247,192956400.0,100-D-56-2 Pipeline
2.0,42,1277,202056000.0,100-D-56-2 Pipeline
2.0,43,1308,283770900.0,100-D-56-2 Pipeline
2.0,44,1339,408276200.0,100-D-56-2 Pipeline
2.0,45,1369,467946000.0,100-D-56-2 Pipeline
2.0,46,1400,533832400.0,100-D-56-2 Pipeline
2.0,47,1430,518478000.0,100-D-56-2 Pipeline
2.0,48,1461,341077500.0,100-D-56-2 Pipeline
2.0,49,1492,246316700.0,100-D-56-2 Pipeline
2.0,50,1520,159930400.0,100-D-56-2 Pipeline
2.0,51,1551,173283800.0,100-D-56-2 Pipeline
2.0,52,1581,183441000.0,100-D-56-2 Pipeline
2.0,53,1612,175974600.0,100-D-56-2 Pipeline
2.0,54,1642,199752000.0,100-D-56-2 Pipeline
2.0,55,1673,288169800.0,100-D-56-2 Pipeline
2.0,56,1704,370784800.0,100-D-56-2 Pipeline
2.0,57,1734,504297000.0,100-D-56-2 Pipeline
2.0,58,1765,645320800.0,100-D-56-2 Pipeline
2.0,59,1795,470337000.0,100-D-56-2 Pipeline
2.0,60,1826,309060700.0,100-D-56-2 Pipeline
2.0,61,1857,265279400.0,100-D-56-2 Pipeline
2.0,62,1885,203414400.0,100-D-56-2 Pipeline
2.0,63,1916,211082100.0,100-D-56-2 Pipeline
2.0,64,1946,192432000.0,100-D-56-2 Pipeline
2.0,65,1977,173392300.0,100-D-56-2 Pipeline
2.0,66,2007,143871000.0,100-D-56-2 Pipeline
2.0,67,2038,141121300.0,100-D-56-2 Pipeline
2.0,68,2069,161302300.0,100-D-56-2 Pipeline
2.0,69,2099,190515000.0,100-D-56-2 Pipeline
2.0,70,2130,217390600.0,100-D-56-2 Pipeline
2.0,71,2160,209886000.0,100-D-56-2 Pipeline
2.0,72,2191,174375000.0,100-D-56-2 Pipeline
2.0,73,2222,171265700.0,100-D-56-2 Pipeline
2.0,74,2251,137544100.0,100-D-56-2 Pipeline
2.0,75,2282,128798490.0,100-D-56-2 Pipeline
2.0,76,2312,110012100.0,100-D-56-2 Pipeline
2.0,77,2343,102930230.0,100-D-56-2 Pipeline
2.0,78,2373,84939600.0,100-D-56-2 Pipeline
2.0,79,2404,65731780.0,100-D-56-2 Pipeline
2.0,80,2435,112068100.0,100-D-56-2 Pipeline
2.0,81,2465,310017000.0,100-D-56-2 Pipeline
2.0,82,2496,430456700.0,100-D-56-2 Pipeline
2.0,83,2526,282288000.0,100-D-56-2 Pipeline
2.0,84,2557,216609400.0,100-D-56-2 Pipeline
2.0,85,2588,176538800.0,100-D-56-2 Pipeline
2.0,86,2616,154330400.0,100-D-56-2 Pipeline
2.0,87,2647,207718600.0,100-D-56-2 Pipeline
2.0,88,2677,212208000.0,100-D-56-2 Pipeline
2.0,89,2708,204500800.0,100-D-56-2 Pipeline
2.0,90,2738,153390000.0,100-D-56-2 Pipeline
2.0,91,2769,153611200.0,100-D-56-2 Pipeline
2.0,92,2800,193337700.0,100-D-56-2 Pipeline
2.0,93,2830,245445000.0,100-D-56-2 Pipeline
2.0,94,2861,254661900.0,100-D-56-2 Pipeline
2.0,95,2891,233163000.0,100-D-56-2 Pipeline
2.0,96,2922,190355500.0,100-D-56-2 Pipeline
2.0,97,2953,173175300.0,100-D-56-2 Pipeline
2.0,98,2981,132112400.0,100-D-56-2 Pipeline
2.0,99,3012,126321900.0,100-D-56-2 Pipeline
2.0,100,3042,131889000.0,100-D-56-2 Pipeline
2.0,101,3073,146940000.0,100-D-56-2 Pipeline
2.0,102,3103,93170400.0,100-D-56-2 Pipeline
2.0,103,3134,104988320.0,100-D-56-2 Pipeline
2.0,104,3165,162684900.0,100-D-56-2 Pipeline
2.0,105,3195,288903000.0,100-D-56-2 Pipeline
2.0,106,3226,421801500.0,100-D-56-2 Pipeline
2.0,107,3256,399363000.0,100-D-56-2 Pipeline
2.0,108,3287,249463200.0,100-D-56-2 Pipeline
2.0,109,3318,387056700.0,100-D-56-2 Pipeline
2.0,110,3346,281828400.0,100-D-56-2 Pipeline
2.0,111,3377,245371200.0,100-D-56-2 Pipeline
2.0,112,3407,170457000.0,100-D-56-2 Pipeline
2.0,113,3438,95003530.0,100-D-56-2 Pipeline
2.0,114,3468,60233400.0,100-D-56-2 Pipeline
2.0,115,3499,66124550.0,100-D-56-2 Pipeline
3.0,1,31,4154310.0,100-H-46 Waste Site
3.0,2,59,15267000.0,100-H-46 Waste Site
3.0,3,90,17874600.0,100-H-46 Waste Site
3.0,4,120,17523000.0,100-H-46 Waste Site
3.0,5,151,17074800.0,100-H-46 Waste Site
3.0,6,181,17712000.0,100-H-46 Waste Site
3.0,7,212,31350300.0,100-H-46 Waste Site
3.0,8,243,70819500.0,100-H-46 Waste Site
3.0,9,273,122895000.0,100-H-46 Waste Site
3.0,10,304,128851500.0,100-H-46 Waste Site
3.0,11,334,92340000.0,100-H-46 Waste Site
3.0,12,365,55660500.0,100-H-46 Waste Site
3.0,13,396,39413400.0,100-H-46 Waste Site
3.0,14,424,17257800.0,100-H-46 Waste Site
3.0,15,455,13870950.0,100-H-46 Waste Site
3.0,16,485,32872500.0,100-H-46 Waste Site
3.0,17,516,44877150.0,100-H-46 Waste Site
3.0,18,546,52065000.0,100-H-46 Waste Site
3.0,19,577,57102000.0,100-H-46 Waste Site
3.0,20,608,115227000.0,100-H-46 Waste Site
3.0,21,638,86040000.0,100-H-46 Waste Site
3.0,22,669,52824000.0,100-H-46 Waste Site
3.0,23,699,39748500.0,100-H-46 Waste Site
3.0,24,730,33698550.0,100-H-46 Waste Site
3.0,25,761,35019150.0,100-H-46 Waste Site
3.0,26,790,29636550.0,100-H-46 Waste Site
3.0,27,821,35074950.0,100-H-46 Waste Site
3.0,28,851,37939500.0,100-H-46 Waste Site
3.0,29,882,35270250.0,100-H-46 Waste Site
3.0,30,912,11799000.0,100-H-46 Waste Site
3.0,31,943,30527250.0,100-H-46 Waste Site
3.0,32,974,41175750.0,100-H-46 Waste Site
3.0,33,1004,51570000.0,100-H-46 Waste Site
3.0,34,1035,53335500.0,100-H-46 Waste Site
3.0,35,1065,37030500.0,100-H-46 Waste Site
3.0,36,1096,24919350.0,100-H-46 Waste Site
3.0,37,1127,25988850.0,100-H-46 Waste Site
3.0,38,1155,34120800.0,100-H-46 Waste Site
3.0,39,1186,42863700.0,100-H-46 Waste Site
3.0,40,1216,5715000.0,100-H-46 Waste Site
3.0,41,1247,22831500.0,100-H-46 Waste Site
3.0,42,1277,40491000.0,100-H-46 Waste Site
3.0,43,1308,63565500.0,100-H-46 Waste Site
3.0,44,1339,94116000.0,100-H-46 Waste Site
3.0,45,1369,63855000.0,100-H-46 Waste Site
3.0,46,1400,115459500.0,100-H-46 Waste Site
3.0,47,1430,62460000.0,100-H-46 Waste Site
3.0,48,1461,41166450.0,100-H-46 Waste Site
3.0,49,1492,43049700.0,100-H-46 Waste Site
3.0,50,1520,30433200.0,100-H-46 Waste Site
3.0,51,1551,42008100.0,100-H-46 Waste Site
3.0,52,1581,44437500.0,100-H-46 Waste Site
3.0,53,1612,15968100.0,100-H-46 Waste Site
3.0,54,1642,23238000.0,100-H-46 Waste Site
3.0,55,1673,61984500.0,100-H-46 Waste Site
3.0,56,1704,118854000.0,100-H-46 Waste Site
3.0,57,1734,143505000.0,100-H-46 Waste Site
3.0,58,1765,67657500.0,100-H-46 Waste Site
3.0,59,1795,42448500.0,100-H-46 Waste Site
3.0,60,1826,28402200.0,100-H-46 Waste Site
3.0,61,1857,30252900.0,100-H-46 Waste Site
3.0,62,1885,31290000.0,100-H-46 Waste Site
3.0,63,1916,34842450.0,100-H-46 Waste Site
3.0,64,1946,33462000.0,100-H-46 Waste Site
3.0,65,1977,38813550.0,100-H-46 Waste Site
3.0,66,2007,49275000.0,100-H-46 Waste Site
3.0,67,2038,44142450.0,100-H-46 Waste Site
3.0,68,2069,42277800.0,100-H-46 Waste Site
3.0,69,2099,40756500.0,100-H-46 Waste Site
3.0,70,2130,43031100.0,100-H-46 Waste Site
3.0,71,2160,33502500.0,100-H-46 Waste Site
3.0,72,2191,31392150.0,100-H-46 Waste Site
3.0,73,2222,28546350.0,100-H-46 Waste Site
3.0,74,2251,40968300.0,100-H-46 Waste Site
3.0,75,2282,49476000.0,100-H-46 Waste Site
3.0,76,2312,42934500.0,100-H-46 Waste Site
3.0,77,2343,51336000.0,100-H-46 Waste Site
3.0,78,2373,11164500.0,100-H-46 Waste Site
3.0,79,2404,20618100.0,100-H-46 Waste Site
3.0,80,2435,69099000.0,100-H-46 Waste Site
3.0,81,2465,98865000.0,100-H-46 Waste Site
3.0,82,2496,84630000.0,100-H-46 Waste Site
3.0,83,2526,44113500.0,100-H-46 Waste Site
3.0,84,2557,38725200.0,100-H-46 Waste Site
3.0,85,2588,40701450.0,100-H-46 Waste Site
3.0,86,2616,28602000.0,100-H-46 Waste Site
3.0,87,2647,48964500.0,100-H-46 Waste Site
3.0,88,2677,41827500.0,100-H-46 Waste Site
3.0,89,2708,48918000.0,100-H-46 Waste Site
3.0,90,2738,17482500.0,100-H-46 Waste Site
3.0,91,2769,28574250.0,100-H-46 Waste Site
3.0,92,2800,45858300.0,100-H-46 Waste Site
3.0,93,2830,82620000.0,100-H-46 Waste Site
3.0,94,2861,67797000.0,100-H-46 Waste Site
3.0,95,2891,30289500.0,100-H-46 Waste Site
3.0,96,2922,18786000.0,100-H-46 Waste Site
3.0,97,2953,12624750.0,100-H-46 Waste Site
3.0,98,2981,29219400.0,100-H-46 Waste Site
3.0,99,3012,49987500.0,100-H-46 Waste Site
3.0,100,3042,57240000.0,100-H-46 Waste Site
3.0,101,3073,34675050.0,100-H-46 Waste Site
3.0,102,3103,30577500.0,100-H-46 Waste Site
3.0,103,3134,40487550.0,100-H-46 Waste Site
3.0,104,3165,79422000.0,100-H-46 Waste Site
3.0,105,3195,125010000.0,100-H-46 Waste Site
3.0,106,3226,93790500.0,100-H-46 Waste Site
3.0,107,3256,70830000.0,100-H-46 Waste Site
3.0,108,3287,56172000.0,100-H-46 Waste Site
3.0,109,3318,58404000.0,100-H-46 Waste Site
3.0,110,3346,43512000.0,100-H-46 Waste Site
3.0,111,3377,53754000.0,100-H-46 Waste Site
3.0,112,3407,62370000.0,100-H-46 Waste Site
3.0,113,3438,23384850.0,100-H-46 Waste Site
3.0,114,3468,20533500.0,100-H-46 Waste Site
3.0,115,3499,31838550.0,100-H-46 Waste Site
4.0,1,31,659153.0,183-H Solar Evaporation Basins
4.0,2,59,2990372.0,183-H Solar Evaporation Basins
4.0,3,90,1529726.0,183-H Solar Evaporation Basins
4.0,4,120,1743720.0,183-H Solar Evaporation Basins
4.0,5,151,706211.0,183-H Solar Evaporation Basins
4.0,6,181,1516020.0,183-H Solar Evaporation Basins
4.0,7,212,11283690.0,183-H Solar Evaporation Basins
4.0,8,243,31549320.0,183-H Solar Evaporation Basins
4.0,9,273,32356500.0,183-H Solar Evaporation Basins
4.0,10,304,16927240.0,183-H Solar Evaporation Basins
4.0,11,334,6237000.0,183-H Solar Evaporation Basins
4.0,12,365,4265910.0,183-H Solar Evaporation Basins
4.0,13,396,4282960.0,183-H Solar Evaporation Basins
4.0,14,424,1141140.0,183-H Solar Evaporation Basins
4.0,15,455,4003340.0,183-H Solar Evaporation Basins
4.0,16,485,15094200.0,183-H Solar Evaporation Basins
4.0,17,516,14669820.0,183-H Solar Evaporation Basins
4.0,18,546,11652300.0,183-H Solar Evaporation Basins
4.0,19,577,14969900.0,183-H Solar Evaporation Basins
4.0,20,608,10738090.0,183-H Solar Evaporation Basins
4.0,21,638,13226400.0,183-H Solar Evaporation Basins
4.0,22,669,8016910.0,183-H Solar Evaporation Basins
4.0,23,699,3936900.0,183-H Solar Evaporation Basins
4.0,24,730,2335850.0,183-H Solar Evaporation Basins
4.0,25,761,1703295.0,183-H Solar Evaporation Basins
4.0,26,790,2714052.0,183-H Solar Evaporation Basins
4.0,27,821,12262360.0,183-H Solar Evaporation Basins
4.0,28,851,11048400.0,183-H Solar Evaporation Basins
4.0,29,882,13803680.0,183-H Solar Evaporation Basins
4.0,30,912,8603100.0,183-H Solar Evaporation Basins
4.0,31,943,6485820.0,183-H Solar Evaporation Basins
4.0,32,974,14734610.0,183-H Solar Evaporation Basins
4.0,33,1004,16163400.0,183-H Solar Evaporation Basins
4.0,34,1035,8647760.0,183-H Solar Evaporation Basins
4.0,35,1065,3844500.0,183-H Solar Evaporation Basins
4.0,36,1096,5892480.0,183-H Solar Evaporation Basins
4.0,37,1127,8156720.0,183-H Solar Evaporation Basins
4.0,38,1155,2874256.0,183-H Solar Evaporation Basins
4.0,39,1186,7198510.0,183-H Solar Evaporation Basins
4.0,40,1216,26697000.0,183-H Solar Evaporation Basins
4.0,41,1247,32984930.0,183-H Solar Evaporation Basins
4.0,42,1277,20153100.0,183-H Solar Evaporation Basins
4.0,43,1308,16013360.0,183-H Solar Evaporation Basins
4.0,44,1339,28306410.0,183-H Solar Evaporation Basins
4.0,45,1369,20040900.0,183-H Solar Evaporation Basins
4.0,46,1400,9800340.0,183-H Solar Evaporation Basins
4.0,47,1430,6062100.0,183-H Solar Evaporation Basins
4.0,48,1461,2642068.0,183-H Solar Evaporation Basins
4.0,49,1492,7849820.0,183-H Solar Evaporation Basins
4.0,50,1520,7684600.0,183-H Solar Evaporation Basins
4.0,51,1551,6980270.0,183-H Solar Evaporation Basins
4.0,52,1581,5573700.0,183-H Solar Evaporation Basins
4.0,53,1612,25540900.0,183-H Solar Evaporation Basins
4.0,54,1642,22799700.0,183-H Solar Evaporation Basins
4.0,55,1673,13646820.0,183-H Solar Evaporation Basins
4.0,56,1704,26533210.0,183-H Solar Evaporation Basins
4.0,57,1734,19575600.0,183-H Solar Evaporation Basins
4.0,58,1765,8272660.0,183-H Solar Evaporation Basins
4.0,59,1795,4422000.0,183-H Solar Evaporation Basins
4.0,60,1826,2754257.0,183-H Solar Evaporation Basins
4.0,61,1857,2120338.0,183-H Solar Evaporation Basins
4.0,62,1885,2167088.0,183-H Solar Evaporation Basins
4.0,63,1916,6158460.0,183-H Solar Evaporation Basins
4.0,64,1946,6121500.0,183-H Solar Evaporation Basins
4.0,65,1977,13830960.0,183-H Solar Evaporation Basins
4.0,66,2007,6075300.0,183-H Solar Evaporation Basins
4.0,67,2038,6039110.0,183-H Solar Evaporation Basins
4.0,68,2069,7812310.0,183-H Solar Evaporation Basins
4.0,69,2099,6128100.0,183-H Solar Evaporation Basins
4.0,70,2130,11761090.0,183-H Solar Evaporation Basins
4.0,71,2160,7613100.0,183-H Solar Evaporation Basins
4.0,72,2191,2220251.0,183-H Solar Evaporation Basins
4.0,73,2222,1699544.0,183-H Solar Evaporation Basins
4.0,74,2251,7461410.0,183-H Solar Evaporation Basins
4.0,75,2282,5394620.0,183-H Solar Evaporation Basins
4.0,76,2312,6187500.0,183-H Solar Evaporation Basins
4.0,77,2343,18083230.0,183-H Solar Evaporation Basins
4.0,78,2373,27182100.0,183-H Solar Evaporation Basins
4.0,79,2404,19464280.0,183-H Solar Evaporation Basins
4.0,80,2435,9476390.0,183-H Solar Evaporation Basins
4.0,81,2465,22152900.0,183-H Solar Evaporation Basins
4.0,82,2496,8248790.0,183-H Solar Evaporation Basins
4.0,83,2526,2737680.0,183-H Solar Evaporation Basins
4.0,84,2557,2046682.0,183-H Solar Evaporation Basins
4.0,85,2588,7754340.0,183-H Solar Evaporation Basins
4.0,86,2616,6609680.0,183-H Solar Evaporation Basins
4.0,87,2647,5486690.0,183-H Solar Evaporation Basins
4.0,88,2677,5557200.0,183-H Solar Evaporation Basins
4.0,89,2708,7195100.0,183-H Solar Evaporation Basins
4.0,90,2738,12688500.0,183-H Solar Evaporation Basins
4.0,91,2769,7529280.0,183-H Solar Evaporation Basins
4.0,92,2800,8572740.0,183-H Solar Evaporation Basins
4.0,93,2830,10355400.0,183-H Solar Evaporation Basins
4.0,94,2861,6693830.0,183-H Solar Evaporation Basins
4.0,95,2891,4662900.0,183-H Solar Evaporation Basins
4.0,96,2922,2586485.0,183-H Solar Evaporation Basins
4.0,97,2953,12579490.0,183-H Solar Evaporation Basins
4.0,98,2981,3877720.0,183-H Solar Evaporation Basins
4.0,99,3012,5929990.0,183-H Solar Evaporation Basins
4.0,100,3042,11121000.0,183-H Solar Evaporation Basins
4.0,101,3073,5595810.0,183-H Solar Evaporation Basins
4.0,102,3103,20875800.0,183-H Solar Evaporation Basins
4.0,103,3134,21967220.0,183-H Solar Evaporation Basins
4.0,104,3165,10799470.0,183-H Solar Evaporation Basins
4.0,105,3195,28835400.0,183-H Solar Evaporation Basins
4.0,106,3226,16507810.0,183-H Solar Evaporation Basins
4.0,107,3256,7164300.0,183-H Solar Evaporation Basins
4.0,108,3287,4767180.0,183-H Solar Evaporation Basins
4.0,109,3318,6144820.0,183-H Solar Evaporation Basins
4.0,110,3346,5118960.0,183-H Solar Evaporation Basins
4.0,111,3377,6451720.0,183-H Solar Evaporation Basins
4.0,112,3407,5808000.0,183-H Solar Evaporation Basins
4.0,113,3438,11914540.0,183-H Solar Evaporation Basins
4.0,114,3468,10246500.0,183-H Solar Evaporation Basins
4.0,115,3499,8654580.0,183-H Solar Evaporation Basins
5.0,1,31,1878910.0,107-H Retention Basin
5.0,2,59,8032416.0,107-H Retention Basin
5.0,3,90,7407512.0,107-H Retention Basin
5.0,4,120,13230720.0,107-H Retention Basin
5.0,5,151,20239962.0,107-H Retention Basin
5.0,6,181,35700060.0,107-H Retention Basin
5.0,7,212,89271320.0,107-H Retention Basin
5.0,8,243,134818380.0,107-H Retention Basin
5.0,9,273,88027800.0,107-H Retention Basin
5.0,10,304,31093000.0,107-H Retention Basin
5.0,11,334,17793360.0,107-H Retention Basin
5.0,12,365,7542300.0,107-H Retention Basin
5.0,13,396,28060704.0,107-H Retention Basin
5.0,14,424,38614800.0,107-H Retention Basin
5.0,15,455,66085800.0,107-H Retention Basin
5.0,16,485,76328400.0,107-H Retention Basin
5.0,17,516,45636340.0,107-H Retention Basin
5.0,18,546,45945000.0,107-H Retention Basin
5.0,19,577,52890340.0,107-H Retention Basin
5.0,20,608,33330022.0,107-H Retention Basin
5.0,21,638,44841600.0,107-H Retention Basin
5.0,22,669,27622798.0,107-H Retention Basin
5.0,23,699,19231740.0,107-H Retention Basin
5.0,24,730,16287772.0,107-H Retention Basin
5.0,25,761,15443890.0,107-H Retention Basin
5.0,26,790,12442972.0,107-H Retention Basin
5.0,27,821,17697156.0,107-H Retention Basin
5.0,28,851,9962040.0,107-H Retention Basin
5.0,29,882,15548174.0,107-H Retention Basin
5.0,30,912,34742280.0,107-H Retention Basin
5.0,31,943,73913920.0,107-H Retention Basin
5.0,32,974,78596780.0,107-H Retention Basin
5.0,33,1004,47729400.0,107-H Retention Basin
5.0,34,1035,30207082.0,107-H Retention Basin
5.0,35,1065,17882640.0,107-H Retention Basin
5.0,36,1096,10716266.0,107-H Retention Basin
5.0,37,1127,5053930.0,107-H Retention Basin
5.0,38,1155,21826392.0,107-H Retention Basin
5.0,39,1186,17518100.0,107-H Retention Basin
5.0,40,1216,87465000.0,107-H Retention Basin
5.0,41,1247,115156940.0,107-H Retention Basin
5.0,42,1277,74481000.0,107-H Retention Basin
5.0,43,1308,95798680.0,107-H Retention Basin
5.0,44,1339,130119400.0,107-H Retention Basin
