NAME,OU,VAL,UNITS,EVENT,TYPE
199-H4-86,HX,-0.0427777777971504,gpm,4,Extraction
199-H4-86,HX,0.0,gpm,5,Extraction
199-H4-86,HX,-0.09935185187063743,gpm,6,Extraction
199-H4-86,HX,-0.13017473110690544,gpm,7,Extraction
199-H4-86,HX,-0.042898745482075853,gpm,8,Extraction
199-H4-86,HX,0.0,gpm,9,Extraction
199-H4-86,HX,0.0,gpm,10,Extraction
199-H4-92,HX,-0.04753584227231856,gpm,1,Extraction
199-H4-92,HX,-0.04809027777007276,gpm,2,Extraction
199-H4-92,HX,-17.804390681229695,gpm,3,Extraction
199-H4-92,HX,-21.236342600178737,gpm,4,Extraction
199-H4-92,HX,-16.55421147006476,gpm,5,Extraction
199-H4-92,HX,-18.90037037043847,gpm,6,Extraction
199-H4-92,HX,-17.154905913929493,gpm,7,Extraction
199-H4-92,HX,-13.979726701892798,gpm,8,Extraction
199-H4-92,HX,-19.55018518769658,gpm,9,Extraction
199-H4-92,HX,-16.131137992785998,gpm,10,Extraction
199-H4-93,HX,-16.195654122599883,gpm,1,Extraction
199-H4-93,HX,-15.325843253828099,gpm,2,Extraction
199-H4-93,HX,-13.876075269352462,gpm,3,Extraction
199-H4-93,HX,-10.960023148112485,gpm,4,Extraction
199-H4-93,HX,-5.526456093695442,gpm,5,Extraction
199-H4-93,HX,-12.890856480669154,gpm,6,Extraction
199-H4-93,HX,-9.425044802397178,gpm,7,Extraction
199-H4-93,HX,-8.61241039335938,gpm,8,Extraction
199-H4-93,HX,-10.726273147469374,gpm,9,Extraction
199-H4-93,HX,-9.174574372922288,gpm,10,Extraction
199-H5-16,HX,-20.458714152639438,gpm,1,Extraction
199-H5-16,HX,-22.4005704456626,gpm,2,Extraction
199-H5-16,HX,-27.76736111418578,gpm,3,Extraction
199-H5-16,HX,-46.46349537455413,gpm,4,Extraction
199-H5-16,HX,-50.749103947712314,gpm,5,Extraction
199-H5-16,HX,-50.82479166229007,gpm,6,Extraction
199-H5-16,HX,-50.88942652826885,gpm,7,Extraction
199-H5-16,HX,-49.01841396999255,gpm,8,Extraction
199-H5-16,HX,-47.59967592647687,gpm,9,Extraction
199-H5-16,HX,-41.03779121965724,gpm,10,Extraction
199-H6-2,HX,0.0,gpm,1,Extraction
199-H6-2,HX,0.0,gpm,2,Extraction
199-H6-2,HX,0.0,gpm,3,Extraction
199-H6-2,HX,0.0,gpm,4,Extraction
199-H6-2,HX,0.0,gpm,5,Extraction
199-H6-2,HX,0.0,gpm,6,Extraction
199-H6-2,HX,0.0,gpm,7,Extraction
199-H6-2,HX,0.0,gpm,8,Extraction
199-H6-2,HX,0.0,gpm,9,Extraction
199-H6-2,HX,0.0,gpm,10,Extraction
199-H6-2,HX,0.0,gpm,1,Injection
199-H6-2,HX,0.0,gpm,2,Injection
199-H6-2,HX,0.0,gpm,3,Injection
199-H6-2,HX,0.0,gpm,4,Injection
199-H6-2,HX,0.0,gpm,5,Injection
199-H6-2,HX,0.0,gpm,6,Injection
199-H6-2,HX,0.0,gpm,7,Injection
199-H6-2,HX,0.0,gpm,8,Injection
199-H6-2,HX,0.0,gpm,9,Injection
199-H6-2,HX,0.0,gpm,10,Injection
199-H6-7,HX,0.0,gpm,1,Injection
199-H6-7,HX,0.0,gpm,2,Injection
199-H6-7,HX,0.0,gpm,3,Injection
199-H6-7,HX,0.0,gpm,4,Injection
199-H6-7,HX,0.0,gpm,5,Injection
199-H6-7,HX,0.0,gpm,6,Injection
199-H6-7,HX,0.0,gpm,7,Injection
199-H6-7,HX,0.0,gpm,8,Injection
199-H6-7,HX,0.0,gpm,9,Injection
199-H6-7,HX,0.0,gpm,10,Injection
199-H6-8,HX,0.0,gpm,1,Injection
199-H6-8,HX,0.0,gpm,2,Injection
199-H6-8,HX,0.0,gpm,3,Injection
199-H6-8,HX,0.0,gpm,4,Injection
199-H6-8,HX,0.0,gpm,5,Injection
199-H6-8,HX,0.0,gpm,6,Injection
199-H6-8,HX,0.0,gpm,7,Injection
199-H6-8,HX,0.0,gpm,8,Injection
199-H6-8,HX,0.0,gpm,9,Injection
199-H6-8,HX,0.0,gpm,10,Injection
699-90-45B,HX,0.0,gpm,1,Injection
699-90-45B,HX,0.0,gpm,2,Injection
699-90-45B,HX,0.0,gpm,3,Injection
699-90-45B,HX,0.0,gpm,4,Injection
699-90-45B,HX,0.0,gpm,5,Injection
699-90-45B,HX,0.0,gpm,6,Injection
699-90-45B,HX,0.0,gpm,7,Injection
699-90-45B,HX,0.0,gpm,8,Injection
699-90-45B,HX,0.0,gpm,9,Injection
699-90-45B,HX,0.0,gpm,10,Injection
699-90-47B,DX,23.97235662274781,gpm,1,Injection
699-90-47B,DX,41.47537202623367,gpm,2,Injection
699-90-47B,DX,43.31214157574755,gpm,3,Injection
699-90-47B,DX,50.3053935239835,gpm,4,Injection
699-90-47B,DX,64.51630824009246,gpm,5,Injection
699-90-47B,DX,50.65583332658051,gpm,6,Injection
699-90-47B,DX,52.49139784793946,gpm,7,Injection
699-90-47B,DX,48.92479838418903,gpm,8,Injection
699-90-47B,DX,38.678032406309484,gpm,9,Injection
699-90-47B,DX,33.76438172788819,gpm,10,Injection
699-93-48C,DX,51.64930554913471,gpm,1,Injection
699-93-48C,DX,34.746006952956286,gpm,2,Injection
699-93-48C,DX,21.40927419362745,gpm,3,Injection
699-93-48C,DX,17.781689815404945,gpm,4,Injection
699-93-48C,DX,21.0408378167258,gpm,5,Injection
699-93-48C,DX,39.683749994135674,gpm,6,Injection
699-93-48C,DX,39.72139337418926,gpm,7,Injection
699-93-48C,DX,25.653763432881462,gpm,8,Injection
699-93-48C,DX,37.746666666359054,gpm,9,Injection
699-93-48C,DX,33.02452957196632,gpm,10,Injection
699-95-45B,HX,94.7526657695438,gpm,1,Injection
699-95-45B,HX,93.68224206266581,gpm,2,Injection
699-95-45B,HX,94.84594534317291,gpm,3,Injection
699-95-45B,HX,94.75159723028256,gpm,4,Injection
699-95-45B,HX,94.72831541709317,gpm,5,Injection
699-95-45B,HX,94.74201389376067,gpm,6,Injection
699-95-45B,HX,94.72354390112386,gpm,7,Injection
699-95-45B,HX,90.95896056431665,gpm,8,Injection
699-95-45B,HX,94.62932869979733,gpm,9,Injection
699-95-45B,HX,94.72051971817335,gpm,10,Injection
699-97-47C,HX,12.201120070916028,gpm,1,Injection
699-97-47C,HX,25.75987103626558,gpm,2,Injection
699-97-47C,HX,35.47114694534086,gpm,3,Injection
699-97-47C,HX,30.627962969442812,gpm,4,Injection
699-97-47C,HX,42.80145608856169,gpm,5,Injection
699-97-47C,HX,45.749050919722436,gpm,6,Injection
699-97-47C,HX,39.86129032587172,gpm,7,Injection
699-97-47C,HX,35.16879480337608,gpm,8,Injection
699-97-47C,HX,28.840092584084495,gpm,9,Injection
699-97-47C,HX,17.414023298237822,gpm,10,Injection
699-97-61,DX,-12.700604839196599,gpm,1,Extraction
699-97-61,DX,-13.769816467827992,gpm,2,Extraction
699-97-61,DX,-13.579704301860968,gpm,3,Extraction
699-97-61,DX,-11.402870369480405,gpm,4,Extraction
699-97-61,DX,-13.449283153998868,gpm,5,Extraction
699-97-61,DX,-12.769097222534093,gpm,6,Extraction
699-97-61,DX,-12.978718637660961,gpm,7,Extraction
699-97-61,DX,-12.674372759864584,gpm,8,Extraction
699-97-61,DX,-12.32342592671081,gpm,9,Extraction
699-97-61,DX,-10.954569892133389,gpm,10,Extraction
