wname,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
199-H1-2_E_HX,-10.36116048,-7.08372218,-6.561583935,-12.47141765,-17.46088344,-24.6352075,-23.65809096,-19.04306345,-15.20473732,-12.07607413,-10.65088694,-10.45787165,-14.51497148,-16.6437718,-17.42473067,-16.96179131,-12.62141171,-8.077686399,-9.15104551,-13.1158351,-13.82356024,-10.27726604,-11.10399551,-11.13997319,-11.36489981,-11.65827961,-12.7543895,-14.95754289,-19.90954706,-19.03670071,-18.02734352,-16.06051775,-10.86122455,-12.49514997,-11.19421445,-13.33294668,-15.1855996,-15.03470217,-15.78125218,-25.27720146,-30.24603645,-35.53263423,-24.93412934,-16.93445902,-16.35839695,-14.17281926,-12.40226496,-13.04659873,-13.75410407,-16.33134029,-17.47784852,-16.98929862,-17.40690261,-27.17432277,-23.54952405,-14.49921929,-15.44548224,-13.04781983,-12.08719267,-11.8263535,-12.11636475,-3.761210415,-2.38346509,-11.44594422,-3.54155633,-12.05930682,-12.14408372,-13.68523403,-12.69273209,-4.21963316,-10.8262726,-10.97072873,-10.92041941,-13.04112904,-13.28031727,-3.428319657,-1.45347533,-26.43175151,-24.79736614,-19.81857511,-16.7930882,-14.30298852,-10.95068641,0,-0.11148643,-0.071787597,-0.70518525,-4.501104851,0,0,-9.72422985,-21.19866233,-8.48310381,0,-14.91287506,-17.90364609
199-H1-32_E_HX,-3.760257108,-0.080169614,-14.91012645,-32.46419615,-72.700787,-76.78657324,-60.90349013,-16.688171,-2.554143508,0,-1.297512978,-5.994626939,-17.61888557,-33.11395552,-25.62502772,-18.72528765,-9.48806911,-14.85798661,-11.9264837,-18.33701448,-1.454733063,0,0,0,-2.67152258,-8.312107703,-18.22333007,-41.19674321,-18.57305311,-9.310468256,-23.14253142,-15.95806746,-1.403503848,0,0,0,0,-1.020979154,-38.28783472,-86.2778218,-76.37540904,-106.1627067,-39.79894597,0,0,0,-0.00012618,0,-3.49906205,-14.32791204,-19.55493962,-25.10332496,-112.6356072,-82.55802558,-44.36207456,-21.10939992,-4.959265641,0,0,0,0,0,0,0,-16.4372271,-13.71302627,0,0,0,0,0,-5.42229455,-7.26151537,-21.89402825,-5.65515832,-0.360623393,-34.23378272,-67.89814209,-42.94779654,0,0,-0.00085477,-10.56545785,-5.42375987,-19.46176969,-28.43140335,-0.52092126,0,-19.80428824,-20.00677511,0,0,0,0,0,0
199-H1-32_I_HX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1569818,114.8823091,97.47771437,71.6150728,73.01197864,87.76607406
199-H1-33_E_HX,-25.45860376,-2.295717051,-51.63741264,-115.5780852,-139.9557097,-146.3817474,-146.0687833,-129.906174,-16.21468518,0,-7.961730416,-50.59911082,-120.843353,-145.3625831,-132.969975,-101.7147238,-82.66004441,-79.57083236,-70.00798309,-90.3149982,-7.494733259,0,0,0,-8.90780239,-24.74979377,-67.2545247,-117.0229218,-142.7218017,-138.3747793,-97.28979929,-60.1782502,-1.538516804,0,0,0,0,-23.70153356,-120.1545305,-155.3563809,-148.4494933,-156.627143,-102.3075434,0,0,0,0,0,-27.17961013,-137.5696406,-105.1141197,-122.0187798,-144.7957179,-146.42887,-153.4124101,-83.04395825,-14.08197756,0,0,0,0,0,0,0,-14.06389714,-54.79784752,-37.81514691,-38.5366949,0,0,0,0,0,0,0,-1.08250108,-125.534575,-121.7930431,-51.23552435,0,0,0,0,0,0,0,0,0,-68.85587524,0,0,0,0,0,0,0
199-H1-33_I_HX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.42235777,159.4222979,106.752958,110.0373262,32.22653854,39.55008986,56.98324205
199-H1-34_E_HX,-49.80905875,-33.99002353,-62.14534941,-90.42919729,-113.1438822,-135.5770465,-135.1413985,-106.6762009,-32.53687605,-26.01628039,-34.48876055,-66.14237792,-98.86611728,-124.178212,-117.5192746,-86.62040141,-72.69635685,-68.12741175,-64.57616396,-75.84032302,-32.70569004,-31.66861795,-48.77197952,-46.67178521,-49.77557719,-53.66184163,-63.64483099,-116.5002829,-131.7835542,-114.7829685,-77.34520666,-51.40269294,-28.23903242,-31.76374164,-75.90882673,-82.07208476,-94.65246751,-63.96220796,-89.63508972,-157.0813922,-149.4760721,-158.4765682,-147.3036131,-65.963822,-42.46435084,-25.13670983,-9.143279314,-59.91070719,-88.48139444,-120.8412379,-65.78773938,-102.1861335,-142.333614,-153.2981273,-126.0810172,-58.32877214,-29.52783834,0,0,-0.05055354,0,0,-16.27469869,-10.13884214,-92.7718514,-86.18886467,-59.44033947,-60.03074132,-19.37170949,0,-0.000378541,-31.33391444,-53.01063742,-90.96562133,-40.49143178,-14.50543876,-131.1452852,-148.4687012,-150.881314,-97.32447853,0,-7.41024535,-0.544468138,0,-0.00012211,0,0,0,0,0,0,0,0,0,0,0
199-H1-34_I_HX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8169435,128.738375,68.65463796,107.3673504,17.69996661,0,0.00354119
199-H1-35_E_HX,-106.6548317,-91.70822484,-119.0452171,-152.3603005,-149.6065559,-144.1647579,-146.0659748,-150.4194426,-98.71407569,-74.81072668,-121.2368972,-132.7624504,-152.3824122,-152.4863191,-152.2502892,-145.9517821,-141.0007833,-134.4144833,-138.8030476,-145.4735505,-83.48999352,-61.8743581,-85.95808084,-93.7633846,-101.5267721,-109.1855829,-121.5691748,-143.0445872,-154.2056366,-153.1277839,-125.8558464,-103.0647475,-67.60944149,-58.12900018,-109.21993,-117.41658,-129.170156,-104.8408506,-115.4718562,-158.2533552,-143.720173,-158.6972576,-144.2625857,-83.11136297,-64.89252655,-53.19184866,-54.32908758,-75.10680825,-99.86900671,-126.7870354,-102.8173527,-126.4863206,-127.1283547,-151.5155777,-141.9597132,-80.40100941,-54.22259138,-56.07706374,-89.01795392,-74.92339903,-74.47708698,-69.55636798,-61.97033656,-34.42313056,-90.86803439,-103.7892546,-75.99405951,-84.70685223,-31.89233161,-37.16503327,-69.84106686,-62.95661903,-62.05911053,-92.85780421,-54.91115746,-44.54758814,-130.8433072,-97.9522786,-101.0262432,-114.828947,-67.94482881,-49.55614552,-82.73770637,-66.25517646,-89.06495813,-96.58892714,-40.8958601,-44.77269386,-108.472511,-143.9597732,-139.2607158,-99.88439257,-56.05637017,-35.20602254,-79.31456011,-131.4887807
199-H1-36_E_HX,-24.25337749,-21.17059135,-21.58124311,-38.91807087,-48.7812584,-48.79988832,-48.67209201,-50.95774806,-37.64453217,-23.53866733,-24.14916063,-26.58885445,-39.70370017,-50.62120638,-52.74211753,-47.08936478,-34.9613141,-35.1677207,-30.28914128,-29.31067385,-22.96633483,-15.68686115,-16.19209128,-16.33612002,-16.10936175,-16.98670105,-21.68624756,-32.53862728,-50.47966345,-44.13989949,-36.73777038,-27.28218253,-19.5770049,-16.17627803,-17.04822484,-24.59246556,-34.53649341,-31.60060268,-35.47442032,-42.56996378,0,-26.51313782,-54.36532576,-39.54947524,-30.89159539,-20.39151523,-16.67876882,-17.02616363,-23.18038552,-38.93442898,-41.10918627,-38.4437407,-51.87013002,-51.43135623,-49.76922747,-35.87897075,-29.64367189,-19.52807542,-19.52855165,-20.97776534,-19.10349895,-17.20225497,-17.79447975,-8.034028004,-6.58588074,-34.25392273,-29.69177916,-23.96701814,-3.47122097,0,0,-0.21210507,-0.00696027,-0.003654879,-15.21771453,-1.753149551,-0.00012211,-51.54416145,-53.4829589,-49.07271203,-15.56939133,-14.53292165,-17.79798838,-18.06934936,-22.33123258,-30.25799887,-18.32883311,-6.005300604,-3.71483042,-0.005804295,-37.46762185,-31.98353964,-21.5710327,-10.41622722,-19.99756395,-35.7489236
199-H1-37_E_HX,-36.04041712,-4.150298437,-61.05637192,-143.2514642,-144.1696056,-138.8829728,-140.6600405,-147.5813606,-31.94723508,-0.40503906,-46.46239655,-76.14966346,-152.2307516,-151.4787241,-141.5928947,-115.7121605,-93.96449977,-87.01711238,-64.77471482,-89.69687738,-6.111292084,0,0,0,-6.78956022,-20.32647692,-60.99064803,-118.9030088,-153.4276738,-148.7850353,-96.05648829,-47.96102259,-0.765283722,0,0,0,0,-30.53406341,-101.9414576,-158.5892472,-129.3319517,-152.3177061,-103.503733,0,0,-0.00024422,-0.031923624,0,-56.63632754,-138.3027934,-81.06345616,-104.405267,-133.2371516,-79.15393254,-133.9963095,-55.95580851,-15.28624266,0,0,0,0,0,-0.80055316,-0.959853796,-82.86079325,-78.10184092,-29.03861277,-27.42981352,0,0,0,-5.55576078,-11.8275746,-62.48928722,-16.95424084,-0.907741318,-121.1279914,-83.79131215,-92.24543519,-98.62262994,-6.971715777,-0.00451807,-44.40235458,-37.98085018,-83.6966362,-84.98083218,-3.84426702,-0.000252361,-74.18231344,-109.6162624,-108.605733,-52.57384995,-7.73371881,-0.00525073,-1.753906633,-0.00012211
199-H1-38_E_HX,-29.7861842,-15.43352941,-36.58734806,-51.8786899,-101.1869875,-162.4853938,-160.0345106,-61.42087044,-25.93044923,-21.30332062,-24.83116565,-25.09569267,-52.84591103,-69.17444715,-49.15098454,-28.24761268,-33.287186,-21.63399669,-15.53898594,-13.30217496,-1.707850812,0,0,0,-5.75809705,-10.50790657,-15.63594128,-39.4830881,-46.56518318,-34.31612963,-24.67122651,-4.6133158,0,-0.20905232,-1.44968585,0,0,-13.35492648,-42.47181176,-133.3024561,-133.478441,-163.8546264,-87.20522283,-25.44088584,-19.77636982,-12.98493318,-9.510716445,-2.11518942,-1.56093213,-50.69759055,-26.10724011,-26.43869142,-112.9191466,-43.75858252,-43.08236176,-18.96881162,-3.210658582,0,0,0,0,0,-1.50732584,-2.50215601,-17.90181444,-27.33318381,-0.08779709,0,0,0,0,-2.09479705,-0.00305275,0,-12.75365684,-0.000378541,-0.18487454,-73.27291957,-58.43036766,0,0,-5.20970104,-21.5986662,-14.47430885,-3.9331631,0,0,0,-0.01086779,-49.08869216,-24.42395376,-4.97012122,-4.772518748,-0.03492346,-2.92990734,0
199-H1-39_E_HX,-7.593169701,-0.886867903,-15.76050089,-64.02569776,-130.3727566,-162.655485,-162.1035434,-138.3642493,-15.97267119,-1.620644682,-2.35553557,-5.739539029,-58.09090186,-158.3470801,-150.4844565,-83.42639863,-26.36745652,-17.54285174,-5.45111251,0,0,0,0,0,0,-0.000652657,-0.17449519,-86.56740567,-89.9840801,-27.76207076,-3.10879849,0,0,0,0,0,0,-0.274307032,-64.59826587,-234.9803352,-118.5920109,-221.2507793,-98.08693337,-14.22068638,-5.844168319,0,0,0,0,-54.32130947,-15.98700753,-31.59934088,-153.333527,-169.7554496,-72.63310387,-13.25003399,0,0,0,0,0,0,0,0,-34.98744564,-13.11896926,0,0,0,0,0,0,0,0,0,0,-0.00036633,0,-71.67588358,-29.56222045,0,-0.01355421,0,0,-4.07297905,-3.480549302,-0.04102896,-0.357342704,-5.46405617,-63.74087865,-24.0520067,-0.11380652,-0.263464536,0.00012211,0.00012618,-0.94366608
199-H1-3_E_HX,0,0,0,0,0,-0.181952126,-1.611120098,-0.835965453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-H1-3_I_HX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.86545167,77.8517515,147.0834488,258.7731512,283.6345437,244.4954802,246.2942948,172.286098,174.0019226,216.2769582
199-H1-40_E_HX,-16.19545692,-5.627555384,-21.26876347,-39.53559771,-101.5785945,-139.8930468,-119.1557267,-51.49808507,-23.50601917,-13.99808643,-8.517933587,-13.13183768,-35.69055502,-54.67659723,-41.68188217,-33.48296089,-26.21017884,-21.32296217,-11.0118798,0,0,0,0,0,0,0,-9.15019074,-33.12751089,-30.59905646,-23.50701756,-13.75959902,0,0,0,0,0,0,-0.875376063,-35.58810473,-95.07271722,-171.0133455,-222.9090412,-46.06379952,-15.21869141,-13.32905951,0,0,0,0,-19.88205487,-14.11933508,-7.928541245,-103.3497523,-62.78846949,-43.93188103,-15.73411772,-1.404134749,0,0,0,0,0,0,0,-8.20127393,-5.46222045,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00012211,0,0,0,0,-2.94199623,-4.326182857,0,-0.000252361,-0.55144876,-0.963891566,-4.22830297,0,0,-0.00024422,0,0
199-H1-42_E_HX,-107.138998,-93.09152246,-92.28601911,-118.1374021,-143.3743028,-140.6858382,-157.9877018,-126.7001745,-96.26478809,-73.92677197,-70.85256173,-72.90935097,-92.97028015,-99.76218227,-61.08626016,-56.37358752,-79.40593502,-61.67669457,-56.63644965,-49.38152822,-35.52783937,-26.25560376,-14.25926093,-0.00170954,-15.84218507,-28.0919192,-31.1417133,-54.08164795,-75.54896856,-58.12509673,-46.99439983,-45.71016896,-10.80242452,-0.57184113,-36.51709319,-9.46022803,0,-21.64646151,-84.01619807,-150.4120045,-156.8278268,-166.7717895,-131.0030271,-68.90410869,-57.78832142,-34.90172442,-31.28376386,-29.51801663,-45.3870659,-60.99052592,-64.9222237,-64.16749435,-125.7223801,-128.9378783,-108.3670079,-44.34253696,-47.14854335,-36.66377172,-33.91954485,-32.16389611,-32.93611975,-16.62024818,-0.03284759,-0.085297905,-40.90123294,-63.1329418,-14.44500245,-33.6913701,-17.37616752,0,0,-20.85821965,-10.68767775,0,0,-1.123131147,-68.38917082,-153.7349636,-145.3657274,-90.85338119,-60.71822876,-31.12351891,-34.50098382,-35.96273821,-25.4977891,-68.02354731,-13.41402772,-24.9541798,-41.26853982,-87.43174095,-73.45197353,-54.60307393,-27.33394089,-18.58575255,-11.85628266,-52.00835854
199-H1-43_E_HX,-163.5233171,-163.5210013,-162.7633041,-129.8738189,-132.526778,-162.6547279,-162.3025828,-42.33690012,0,-123.513102,-160.3825975,-156.796274,-163.2847593,-163.375051,-163.1508047,-161.397012,-157.6751481,-150.2970543,-163.1554449,-163.0074475,-163.0878285,-163.0749744,-163.7635242,-163.5306889,-163.1886588,-163.5332363,-163.208929,-161.924572,-163.3215145,-162.1853867,-163.3586359,-144.5440492,-102.5287131,-71.80544229,-97.44099589,-117.5069414,-153.8102444,-128.7507169,-120.6417494,-164.3048378,-156.7616431,-165.0956099,-163.9820074,-140.2013292,-150.8967894,-110.0913233,-64.43966533,-53.88946309,-57.1499222,-85.85161167,-82.03777185,-77.13151416,-137.5349352,-149.4146752,-156.5170568,-67.77666706,0,0,-81.10039036,-79.58348296,-77.63827066,-76.97144539,-102.8749886,-89.88708406,-73.88204495,-110.5076003,-101.2571532,-74.4687835,-63.66062795,-53.41042556,-49.65511568,-39.40050104,-32.73256238,-47.38132431,-47.43546115,-25.33196372,-108.8856091,-121.7644002,-107.3622869,-94.3775979,-59.47535248,-53.71655533,-71.81932213,-71.21369723,-71.76636709,-71.819232,-55.44294651,-19.970309,-92.70798787,-132.6224703,-146.5864611,-156.9536001,-159.1886038,-151.7270478,-152.4903208,-152.9983351
199-H1-45_E_HX,-147.0285684,-147.1777564,-146.5437915,-146.9400956,-146.4490341,-146.4429448,-146.1324027,-147.0019484,-147.1433722,-148.1396478,-144.7498563,-141.0982935,-146.9444876,-147.1296936,-146.8306811,-145.2826478,-126.0004246,-135.3373663,-146.832879,-147.1165406,-146.8320161,-146.5084328,-147.388219,-147.1784503,-146.889416,-147.1809178,-146.981609,-147.4269564,-148.6427935,-146.2782106,-166.1245495,-195.1792808,-190.9437774,-196.2368755,-193.4982982,-122.7685392,-197.9277327,-198.2177221,-288.2998784,-333.1186036,-320.4192043,-332.0199514,-115.2054122,0,0,0,-326.6792427,-340.0167603,-338.3436091,-340.6355266,-340.6869,-343.6624846,-166.8010389,-91.91707326,-322.9103704,-254.4396301,-323.7724263,-321.3970612,-322.7113759,-320.8354773,-320.542047,-319.0228634,-316.1865054,-312.2464838,-280.9268766,-279.1967,-314.5037075,-314.5381425,-310.2327718,-305.6977448,-293.0203864,-273.4635134,-262.2318356,-278.290029,-252.6825893,-128.0055319,-84.85631487,-74.53245165,-145.4426567,-309.7823243,-228.1523388,-209.6976714,-174.1590171,-249.7079897,-117.6523744,-241.1072286,-239.5226725,-208.0052512,-222.1486175,-252.731763,-186.9285523,-44.37770464,-109.3308425,-251.2873605,-176.0956329,-181.0382101
199-H1-46_E_HX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.13718094,-45.82397548,-40.85568591,-32.92107987,-27.64533767,-26.17749813,-36.78844603,-48.1394253,-45.34177617,-48.92996544,-97.16074937,-109.7076536,-115.406047,-51.25738204,-36.92887253,-36.0807616,-26.07830004,-23.92896459,-27.87832355,-32.994122,-42.60762861,-38.35511733,-39.87664456,-74.9083795,-67.62723291,-67.54893191,-32.46208873,-36.26700377,-26.95163076,-27.29368936,-27.14737309,-27.24848017,-26.4241897,0,0,0,0,-3.85464637,-2.063659,-6.449076837,-1.81260084,-22.22300649,-24.82288713,-23.25059877,-0.000130531,-30.02831432,-6.900423889,-0.0024422,-69.15451967,-1.00691906,-6.79444462,-16.3510785,-29.31445926,-29.12620634,-29.51459755,-32.7914194,-34.86889864,-20.34047325,-13.99529167,-19.89819083,-43.94394143,-41.35365049,-29.47161483,-11.46827814,-7.60293493,-26.81193285,-41.2084617
199-H1-47_E_HX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.18107089,-61.58899924,-53.00611935,-39.7248252,-29.70385991,-1.1185276,0,0,0,0,-0.64181016,-14.92965704,-41.08806124,-32.16134808,-26.326916,-0.33665727,-24.83834626,-28.17138755,-22.29997649,-22.28238858,-9.53532568,0,0,0,0,-49.09285611,-43.43611443,0,0,-10.98696936,-31.4939803,-16.83396249,-12.5797722,-11.28430721,-3.35167528,-24.33576999,-26.64086081,-27.21634082,-28.51244078,-31.11900084,-22.71296472,-17.0074808,-23.93401181,-22.35394504
199-H1-48_E_HX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-114.2042323,-168.2242513,-103.3020073,-67.11519719,-65.15157477,-20.03055807,0,0,0,0,0,0,0,0,-4.1004538,-22.88475721,-25.29019803,0,0,0,0,0,0,0,0,-0.000378541,-0.00390752,0,-0.02662405,-3.4776928,-32.1522631,-17.0404505,-15.14188422,-39.13830034,-40.6223337,-18.12189329,-37.65457226,-37.83454205,-55.69241724,-63.32661233,-34.32458372,-35.1493635,-36.66762633,-37.70964387
199-H1-49_E_HX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.393935001,-57.10144453,-88.540109,-71.77515901,-51.92068356,-53.2696775,-12.58258073,-9.240690531,-30.13564901,-47.476368,-7.979509087,-19.50072278,-32.60373633,-25.95765536,-45.788067,-36.14358312,-41.26243432,-34.01746078,-23.62913977,-12.72087031,-11.18246747,-15.13883147,-34.87563499,-38.09380193,-34.3644567,-37.11985257,-63.58731718,-63.17714969,-39.85731455,-15.73506611,-16.07736893,-13.97194831,-9.38622937,-19.76118341,-6.127902824,-10.98342817,-26.28538232,-26.10650745,-43.00238378,-40.55004458,-48.21403451,-34.69605862,-40.72038803,-43.56565279,-34.96876281
199-H1-4_E_HX,-3.899218354,-2.98114697,-2.496418014,-4.757126984,-7.420628189,-10.65921485,-14.10493273,-11.99572571,-10.15613363,-7.041476461,-4.426029634,-4.10448536,-4.93641886,-6.381254908,-2.11763162,-0.001135623,-0.96882074,-5.791929661,-8.25634554,-8.46368832,-4.568232788,0,0,0,0,-7.464567457,-8.83197208,-9.565478709,-12.52653224,-13.52426049,-11.09882212,0,0,0,-0.000252361,0,0,-0.81345757,-8.36258124,-8.211689913,-20.47455003,-28.22590967,-25.03267211,-15.54057337,-13.75289925,-11.07647599,-8.092449498,-6.75292722,0,-4.367011208,-12.32993514,-11.06374399,-13.59304098,-22.21947344,-18.79712496,-11.55014068,-11.03812938,0,0,0,0,0,0,-4.890118818,-1.6509272,-7.836808143,-2.16488819,-5.30653427,-0.04163951,-0.00012211,0,-6.68869736,-5.70583397,-2.826918082,0,0,-0.57990039,-10.53706728,-4.8160184,0,0,0,0,0,-0.00012211,0,-5.1237356,-11.50348245,-1.672907,-8.22582211,-10.78805217,-16.71917909,-1.493722786,-5.98155835,-1.575740003,-13.37421986
199-H1-51_E_HX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.26861913,-20.51948651
199-H1-5_E_DX,-67.94728668,-5.546574611,-94.93849377,-85.93326372,-86.95664776,-86.30801949,-96.03736218,-70.55323742,-47.76609237,-108.2360348,-100.0239543,-81.53068736,-102.8383556,-106.3829995,-114.006292,-114.3222841,-114.4463764,-102.3772967,-111.510852,-109.2746516,-109.0635926,-108.8162506,-105.5170419,-108.9845182,-109.8954588,-106.9055912,-108.8838996,-105.6261879,-108.9400702,-106.3533652,-105.1459904,-109.7385475,-110.4983891,-114.0575782,-109.4147524,-108.9887921,-108.6305213,-107.0495021,-105.2149825,-108.5803219,-105.5026737,-108.825995,-109.0270125,-42.32625664,-107.6589531,-122.5167484,-116.9942789,-109.0835494,-108.9732841,-95.68583647,-107.7270294,-113.2833153,-87.34992318,-86.29788448,-34.87315068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-H1-5_I_DX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.21085965,132.9939452,154.0475042,154.6366849,138.1375603,140.6765813,139.4484477,141.4072875,147.6893586,140.6550015,139.044459,128.3257775,136.8888512,139.6900831,33.08228542,111.6904758,153.8955912,126.4391658,130.4256706,143.6850054,147.8397981,158.2820522,146.3250236,138.6884636,146.8027179,146.7047002,154.8711361,140.1985206,177.2182593,131.1035236,150.4141496,159.9645884
199-H1-6_E_HX,-13.57192233,-6.321772866,-14.07147458,-26.37144971,-29.11750952,-21.70921038,-39.24177649,-21.02002528,-10.39663345,-9.90947538,-11.20898282,-11.8182998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199-H1-6_I_HX,0,0,0,0,0,0,0,0,0,0,0,0,298.1872472,360.8416396,323.4492419,283.7780555,81.29277874,110.5006604,342.2508849,323.9316985,264.3201648,248.7744588,76.10667749,64.57689662,113.7531579,116.5664797,138.8870592,174.6098594,293.7579511,319.1017351,294.6262753,171.8734883,264.9284802,322.1756346,332.7968438,370.8406213,456.6545228,363.6537936,414.2749041,338.8555186,341.5237198,375.0425241,318.9200598,227.5303715,280.8453722,240.194766,246.6145405,251.9499293,265.9509398,299.4577014,268.4747093,276.8636256,334.9870494,316.7676513,344.9446315,208.3794939,246.9646909,195.7520988,154.8087583,86.34691164,259.2370878,235.2272701,211.1278237,197.7148664,232.2355141,263.5015068,268.07138,326.1915882,288.8814191,262.7794989,285.697006,291.2261224,274.0209455,251.2394891,206.3212077,208.5612017,303.5849976,284.1572274,314.4212832,453.2740295,280.0635589,251.3242377,252.9259546,235.3391839,238.4912094,276.1954106,217.0524788,216.4802794,282.8453468,356.425373,242.0978503,0,0,46.55187319,302.9308421,338.1674044
199-H3-21_E_HX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.60085906,-1.20693524,-0.074951118,-8.88325828,0,-6.69333754,-0.42811766,-0.021668209,-1.03134106,0,0,-3.386301606,-8.51631773,-7.84984135,-0.000504721,-0.03162649,-0.05678115,-0.00512862,-7.13757372,-6.550922391,-2.5056972,-3.481315397,-12.67648332,-1.169060788,-0.21869901,-0.06606151,-0.039494444,-0.03235915,-0.001261803,-0.74767953
199-H3-25_E_HX,0,0,0,0,0,0,0,0,0,0,0,0,-146.6522784,-147.0273523,-142.0876844,-134.491201,0,-25.28489846,-423.9709265,-423.8838621,-424.1302068,-424.0920596,-425.786576,-425.1809145,-423.7843424,-425.1878242,-424.88724,-436.5448374,-428.2190113,-438.9104663,-450.9320819,-449.7783866,-448.615879,-450.0883018,-432.8337476,-449.3113158,-449.5010748,-449.7974226,-442.998473,-437.3287958,-408.6407487,-433.3503299,-442.5901372,-196.5200486,-443.5859524,-444.8246281,-449.4780692,-448.0687245,-446.6119522,-448.2855569,-359.1683706,-404.2918824,-279.0617684,-269.0017076,-361.4539035,-155.1151119,-220.8989885,-180.4965302,-158.5378918,-157.5277613,-158.8957596,-68.84876669,0,0,0,0,-58.1206967,-334.1792918,-328.7210928,-397.7354709,-384.9044004,-394.8612457,-404.6478738,-398.7939878,-142.7390192,-270.6570674,-374.3527491,-376.3696888,-335.8409647,-330.8848861,-386.7620273,-419.3635941,-418.4421235,-416.7815782,-325.094552,-399.9123433,-401.4390672,-408.2870041,-397.3350722,-398.8954019,-264.7370443,0,0,-92.07741183,-404.4700491,-401.0626021
