SAMP_SITE_NAME_ID,SAMP_SITE_TYPE,SAMP_DATE_TIME,FILTERED_FLAG,STD_CON_LONG_NAME,STD_CON_ID,STD_VALUE_RPTD,STD_ANAL_UNITS_RPTD,LAB_QUALIFIER,REVIEW_QUALIFIER,SAMP_COMMENT,RESULT_COMMENT,MEDIA,SAMP_NUM,SAF_NUM,STD_MDA
199-D5-103 (C5399),GROUNDWATER WELL,28-Sep-23,N,Nitrate,14797-55-8,20000,ug/L,D,,,,GW,B49RW1,T23-051,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,N,Nitrate,14797-55-8,19300,ug/L,D,,,,GW,B49H63,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,N,Nitrate,14797-55-8,20900,ug/L,D,,,,GW,B495K9,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Nitrate,14797-55-8,21500,ug/L,D,,,,GW,B48MP0,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,N,Nitrate,14797-55-8,18100,ug/L,D,,,,GW,B48MF8,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,N,Nitrate,14797-55-8,21000,ug/L,D,,,,GW,B48LW8,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,N,Nitrate,14797-55-8,21500,ug/L,D,,,,GW,B48VN8,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,Y,Hexavalent Chromium,18540-29-9,32.6,ug/L,,,,,GW,B49H65,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,09-Nov-22,N,Hexavalent Chromium,18540-29-9,26,ug/L,,,Data Entry Verified by PLBEST on 07/26/2023. (V-ME55-03),,GW,B46HP6,F21-025,
199-D5-103 (C5399),GROUNDWATER WELL,14-Dec-22,N,Hexavalent Chromium,18540-29-9,28,ug/L,,,(V-ME55-03) Data Entry Verified by CESTRAND on 03/24/2023.,,GW,B47V18,F21-025,
199-D5-103 (C5399),GROUNDWATER WELL,13-Feb-23,N,Hexavalent Chromium,18540-29-9,32,ug/L,,,(V-ME55-03),,GW,B47VB0,F21-025,
199-D5-103 (C5399),GROUNDWATER WELL,30-Mar-23,N,Hexavalent Chromium,18540-29-9,114,ug/L,,,(V-ME55-03),,GW,B48954,F21-025,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,Y,Hexavalent Chromium,18540-29-9,102,ug/L,,,,,GW,B48MF9,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,Y,Hexavalent Chromium,18540-29-9,56.1,ug/L,,,,,GW,B48MP1,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,Y,Hexavalent Chromium,18540-29-9,53.6,ug/L,,,,,GW,B495L1,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,26-Oct-22,N,Hexavalent Chromium,18540-29-9,19,ug/L,,,Data Entry Verified by PLBEST on 07/26/2023.  (V-ME55-03),,GW,B46HN0,F21-025,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,Y,Hexavalent Chromium,18540-29-9,110,ug/L,,,,,GW,B48LW9,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,Y,Hexavalent Chromium,18540-29-9,43.5,ug/L,,,,,GW,B48VP0,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,19-Jan-22,N,Hexavalent Chromium,18540-29-9,32,ug/L,,,Data Entry Verified by PLBEST on 07/14/2023. (V-ME55-03),,GW,B43KX3,F21-025,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,Y,Hexavalent Chromium,18540-29-9,54.7,ug/L,,,,,GW,B48MY7,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,11-Jan-22,Y,Hexavalent Chromium,18540-29-9,34.6,ug/L,,,,,GW,B43CT6,S22-001,
199-D5-103 (C5399),GROUNDWATER WELL,03-Feb-22,N,Hexavalent Chromium,18540-29-9,32,ug/L,,,Data Entry Verified by PLBEST on 07/14/2023. (V-ME55-03),,GW,B43L24,F21-025,
199-D5-103 (C5399),GROUNDWATER WELL,16-Mar-22,N,Hexavalent Chromium,18540-29-9,35,ug/L,,,Data Entry Verified by CESTRAND on 12/08/2022. VALVE: (V-ME55-03),,GW,B44941,F21-025,
199-D5-103 (C5399),GROUNDWATER WELL,24-Oct-22,Y,Hexavalent Chromium,18540-29-9,23.6,ug/L,,,,,GW,B46509,S23-010,
199-D5-103 (C5399),GROUNDWATER WELL,19-Apr-22,N,Hexavalent Chromium,18540-29-9,38,ug/L,,,Data Entry Verified by PLBEST on 07/25/2023.  (V-ME55-03),,GW,B44X29,F21-025,
199-D5-103 (C5399),GROUNDWATER WELL,19-May-22,N,Hexavalent Chromium,18540-29-9,21,ug/L,,,Data Entry Verified by PLBEST on 07/25/2023.  (V-ME55-03),,GW,B44X77,F21-025,
199-D5-103 (C5399),GROUNDWATER WELL,23-Jun-22,N,Hexavalent Chromium,18540-29-9,24,ug/L,,,Data Entry Verified by PLBEST on 07/26/2023.  (V-ME55-03),,GW,B45KT9,F21-025,
199-D5-103 (C5399),GROUNDWATER WELL,28-Jul-22,N,Hexavalent Chromium,18540-29-9,28,ug/L,,,Data Entry Verified by PLBEST on 07/26/2023.  (V-ME55-03),,GW,B45L24,F21-025,
199-D5-103 (C5399),GROUNDWATER WELL,16-Aug-22,N,Hexavalent Chromium,18540-29-9,25,ug/L,,,Data Entry Verified by PLBEST on 07/26/2023.  (V-ME55-03),,GW,B46B98,F21-025,
199-D5-103 (C5399),GROUNDWATER WELL,28-Sep-22,N,Hexavalent Chromium,18540-29-9,28,ug/L,,,(V-ME55-03) Data Entry Verified by CESTRAND on 03/24/2023.,,GW,B46BH9,F21-025,
199-D5-103 (C5399),GROUNDWATER WELL,11-Jan-22,Y,Hexavalent Chromium,18540-29-9,33.2,ug/L,,,,,GW,B43CT5,S22-001,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Specific Conductance,CONDUCT,621,uS/cm,,,Data Entry Verified by PLBEST on 06/07/2023.,,GW,B48MN7,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,28-Sep-23,N,Specific Conductance,CONDUCT,575,uS/cm,,,Data Entry Verified by PLBEST on 10/04/2023.,,GW,B49RV8,T23-051,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,N,Specific Conductance,CONDUCT,604,uS/cm,,,Data Entry Verified by PLBEST on 09/11/2023.,,GW,B49H60,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,N,Specific Conductance,CONDUCT,592,uS/cm,,,Data Entry Verified by PLBEST on 07/31/2023.,,GW,B495K7,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Specific Conductance,CONDUCT,621,uS/cm,,,Data Entry Verified by PLBEST on 06/07/2023.,,GW,B48MY3,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,N,Specific Conductance,CONDUCT,598,uS/cm,,,Data Entry Verified by PLBEST on 05/16/2023.,,GW,B48MF5,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,N,Specific Conductance,CONDUCT,596,uS/cm,,,Data Entry Verified by PLBEST on 05/15/2023.,,GW,B48LW5,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,24-Oct-22,N,Specific Conductance,CONDUCT,589,uS/cm,,,MANUAL DATA ENTRY VERIFIED BY H8875088 ON 10/27/2022 INSIDE DX-MAIN P&T,,GW,B46625,S23-010,
199-D5-103 (C5399),GROUNDWATER WELL,11-Jan-22,N,Specific Conductance,CONDUCT,591,uS/cm,,,MANUAL DATA ENTRY VERIFIED BY PLBEST ON 1/19/2022,,GW,B43CR9,S22-001,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,N,Specific Conductance,CONDUCT,616,uS/cm,,,Data Entry Verified by PLBEST on 06/29/2023.,,GW,B48VN6,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Temperature,TEMPERATURE,25,Deg C,,,Data Entry Verified by PLBEST on 06/07/2023.,,GW,B48MY3,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,N,Temperature,TEMPERATURE,24.1,Deg C,,,Data Entry Verified by PLBEST on 09/11/2023.,,GW,B49H60,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,N,Temperature,TEMPERATURE,25.5,Deg C,,,Data Entry Verified by PLBEST on 06/29/2023.,,GW,B48VN6,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,28-Sep-23,N,Temperature,TEMPERATURE,12.2,Deg C,,,Data Entry Verified by PLBEST on 10/04/2023.,,GW,B49RV8,T23-051,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Temperature,TEMPERATURE,25,Deg C,,,Data Entry Verified by PLBEST on 06/07/2023.,,GW,B48MN7,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,N,Temperature,TEMPERATURE,16.7,Deg C,,,Data Entry Verified by PLBEST on 05/16/2023.,,GW,B48MF5,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,N,Temperature,TEMPERATURE,8.4,Deg C,,,Data Entry Verified by PLBEST on 05/15/2023.,,GW,B48LW5,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,24-Oct-22,N,Temperature,TEMPERATURE,14.4,Deg C,,,MANUAL DATA ENTRY VERIFIED BY H8875088 ON 10/27/2022 INSIDE DX-MAIN P&T,,GW,B46625,S23-010,
199-D5-103 (C5399),GROUNDWATER WELL,11-Jan-22,N,Temperature,TEMPERATURE,14.9,Deg C,,,MANUAL DATA ENTRY VERIFIED BY PLBEST ON 1/19/2022,,GW,B43CR9,S22-001,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,N,Temperature,TEMPERATURE,28.3,Deg C,,,Data Entry Verified by PLBEST on 07/31/2023.,,GW,B495K7,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Dissolved oxygen,DO,8330,ug/L,,,Data Entry Verified by PLBEST on 06/07/2023.,,GW,B48MN7,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,28-Sep-23,N,Dissolved oxygen,DO,3030,ug/L,,,Data Entry Verified by PLBEST on 10/04/2023.,,GW,B49RV8,T23-051,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,N,Dissolved oxygen,DO,5860,ug/L,,,Data Entry Verified by PLBEST on 09/11/2023.,,GW,B49H60,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,N,Dissolved oxygen,DO,5960,ug/L,,,Data Entry Verified by PLBEST on 07/31/2023.,,GW,B495K7,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Dissolved oxygen,DO,8330,ug/L,,,Data Entry Verified by PLBEST on 06/07/2023.,,GW,B48MY3,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,N,Dissolved oxygen,DO,9570,ug/L,,,Data Entry Verified by PLBEST on 05/16/2023.,,GW,B48MF5,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,N,Dissolved oxygen,DO,12810,ug/L,,,Data Entry Verified by PLBEST on 05/15/2023.,,GW,B48LW5,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,24-Oct-22,N,Dissolved oxygen,DO,9130,ug/L,,,MANUAL DATA ENTRY VERIFIED BY H8875088 ON 10/27/2022 INSIDE DX-MAIN P&T,,GW,B46625,S23-010,
199-D5-103 (C5399),GROUNDWATER WELL,11-Jan-22,N,Dissolved oxygen,DO,10000,ug/L,,,MANUAL DATA ENTRY VERIFIED BY PLBEST ON 1/19/2022,,GW,B43CR9,S22-001,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,N,Dissolved oxygen,DO,7510,ug/L,,,Data Entry Verified by PLBEST on 06/29/2023.,,GW,B48VN6,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,N,Chloride,16887-00-6,15800,ug/L,D,,,,GW,B49H63,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,N,Chloride,16887-00-6,15600,ug/L,D,,,,GW,B495K9,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,N,Chloride,16887-00-6,16000,ug/L,D,,,,GW,B48VN8,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Chloride,16887-00-6,16200,ug/L,D,,,,GW,B48MP0,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Chloride,16887-00-6,16100,ug/L,D,,,,GW,B48MY6,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,N,Chloride,16887-00-6,16700,ug/L,D,,,,GW,B48LW8,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,28-Sep-23,N,Chloride,16887-00-6,14900,ug/L,D,,,,GW,B49RW1,T23-051,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,N,Chloride,16887-00-6,14900,ug/L,D,,,,GW,B48MF8,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,N,Fluoride,16984-48-8,110,ug/L,D,,,,GW,B48VN8,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,28-Sep-23,N,Fluoride,16984-48-8,110,ug/L,D,,,,GW,B49RW1,T23-051,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,N,Fluoride,16984-48-8,110,ug/L,D,,,,GW,B495K9,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Fluoride,16984-48-8,130,ug/L,D,,,,GW,B48MY6,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,N,Fluoride,16984-48-8,100,ug/L,D,,,,GW,B48MF8,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,N,Fluoride,16984-48-8,90,ug/L,D,,,,GW,B48LW8,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,N,Fluoride,16984-48-8,140,ug/L,D,,,,GW,B49H63,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Fluoride,16984-48-8,130,ug/L,D,,,,GW,B48MP0,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Potassium,7440-09-7,5410,ug/L,,,,,GW,B48MY5,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,N,Potassium,7440-09-7,5370,ug/L,,,,,GW,B48VN9,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,Y,Potassium,7440-09-7,5460,ug/L,,,,,GW,B49H64,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,N,Potassium,7440-09-7,5510,ug/L,,,,,GW,B49H62,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,Y,Potassium,7440-09-7,5550,ug/L,,,,,GW,B495L2,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,N,Potassium,7440-09-7,5670,ug/L,,,,,GW,B495L0,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,Y,Potassium,7440-09-7,5440,ug/L,,,,,GW,B48VP1,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,N,Potassium,7440-09-7,5170,ug/L,,,,,GW,B48LW7,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Potassium,7440-09-7,5840,ug/L,,,,,GW,B48MN9,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,Y,Potassium,7440-09-7,5650,ug/L,,,,,GW,B48MH0,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,N,Potassium,7440-09-7,5500,ug/L,,,,,GW,B48MF7,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,Y,Potassium,7440-09-7,4990,ug/L,B,,,,GW,B48LX0,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,Y,Potassium,7440-09-7,5680,ug/L,,,,,GW,B48MP2,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,Y,Potassium,7440-09-7,5550,ug/L,,,,,GW,B48MY8,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,N,Calcium,7440-70-2,70000,ug/L,,,,,GW,B48VN9,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,Y,Calcium,7440-70-2,69500,ug/L,,,,,GW,B48VP1,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,N,Calcium,7440-70-2,70600,ug/L,,,,,GW,B495L0,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,Y,Calcium,7440-70-2,70500,ug/L,,,,,GW,B495L2,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,Y,Calcium,7440-70-2,67700,ug/L,,,,,GW,B48MY8,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,Y,Calcium,7440-70-2,67300,ug/L,,,,,GW,B49H64,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,N,Calcium,7440-70-2,67500,ug/L,,,,,GW,B48LW7,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,N,Calcium,7440-70-2,68700,ug/L,,,,,GW,B49H62,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,Y,Calcium,7440-70-2,67400,ug/L,,,,,GW,B48MP2,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Calcium,7440-70-2,67700,ug/L,,,,,GW,B48MN9,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Calcium,7440-70-2,65600,ug/L,,,,,GW,B48MY5,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,Y,Calcium,7440-70-2,61300,ug/L,,,,,GW,B48MH0,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,Y,Calcium,7440-70-2,65300,ug/L,,,,,GW,B48LX0,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,N,Calcium,7440-70-2,60500,ug/L,,,,,GW,B48MF7,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Sulfate,14808-79-8,160000,ug/L,D,,,,GW,B48MP0,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,N,Phosphate,14265-44-2,153,ug/L,DU,,,,GW,B48LW8,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,N,Phosphate,14265-44-2,153,ug/L,DU,,,,GW,B48MF8,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,N,Sulfate,14808-79-8,180000,ug/L,D,,,,GW,B48LW8,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,28-Sep-23,N,Sulfate,14808-79-8,156000,ug/L,D,,,,GW,B49RW1,T23-051,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,N,Sulfate,14808-79-8,159000,ug/L,D,,,,GW,B49H63,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,N,Sulfate,14808-79-8,159000,ug/L,D,,,,GW,B48VN8,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,N,Sulfate,14808-79-8,148000,ug/L,D,,,,GW,B48MF8,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Sulfate,14808-79-8,159000,ug/L,D,,,,GW,B48MY6,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Phosphate,14265-44-2,184,ug/L,DU,,,,GW,B48MP0,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Phosphate,14265-44-2,184,ug/L,DU,,,,GW,B48MY6,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,N,Phosphate,14265-44-2,153,ug/L,DU,,,,GW,B48VN8,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,N,Phosphate,14265-44-2,153,ug/L,DU,,,,GW,B495K9,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,N,Phosphate,14265-44-2,153,ug/L,DU,,,,GW,B49H63,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,28-Sep-23,N,Phosphate,14265-44-2,153,ug/L,DU,,,,GW,B49RW1,T23-051,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,N,Sulfate,14808-79-8,155000,ug/L,D,,,,GW,B495K9,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,Y,Magnesium,7439-95-4,19200,ug/L,,,,,GW,B48VP1,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,Y,Magnesium,7439-95-4,18700,ug/L,,,,,GW,B49H64,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,N,Magnesium,7439-95-4,19300,ug/L,,,,,GW,B49H62,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,Y,Magnesium,7439-95-4,17600,ug/L,,,,,GW,B48LX0,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,N,Magnesium,7439-95-4,19100,ug/L,,,,,GW,B495L0,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,N,Magnesium,7439-95-4,18900,ug/L,,,,,GW,B48VN9,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,Y,Magnesium,7439-95-4,18500,ug/L,,,,,GW,B48MP2,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,Y,Magnesium,7439-95-4,18200,ug/L,,,,,GW,B48MY8,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,N,Magnesium,7439-95-4,18300,ug/L,,,,,GW,B48LW7,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Magnesium,7439-95-4,18500,ug/L,,,,,GW,B48MN9,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Magnesium,7439-95-4,17900,ug/L,,,,,GW,B48MY5,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,Y,Magnesium,7439-95-4,18400,ug/L,,,,,GW,B48MH0,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,N,Magnesium,7439-95-4,18000,ug/L,,,,,GW,B48MF7,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,Y,Magnesium,7439-95-4,19000,ug/L,,,,,GW,B495L2,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,pH Measurement,PH,7.43,unitless,,,Data Entry Verified by PLBEST on 06/07/2023.,,GW,B48MY3,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,28-Sep-23,N,pH Measurement,PH,7.06,unitless,,,Data Entry Verified by PLBEST on 10/04/2023.,,GW,B49RV8,T23-051,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,N,pH Measurement,PH,7.04,unitless,,,Data Entry Verified by PLBEST on 09/11/2023.,,GW,B49H60,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,N,pH Measurement,PH,7.69,unitless,,,Data Entry Verified by PLBEST on 06/29/2023.,,GW,B48VN6,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,pH Measurement,PH,7.43,unitless,,,Data Entry Verified by PLBEST on 06/07/2023.,,GW,B48MN7,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,N,pH Measurement,PH,7.54,unitless,,,Data Entry Verified by PLBEST on 05/16/2023.,,GW,B48MF5,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,N,pH Measurement,PH,7.45,unitless,,,Data Entry Verified by PLBEST on 05/15/2023.,,GW,B48LW5,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,24-Oct-22,N,pH Measurement,PH,7.82,unitless,,,MANUAL DATA ENTRY VERIFIED BY H8875088 ON 10/27/2022 INSIDE DX-MAIN P&T,,GW,B46625,S23-010,
199-D5-103 (C5399),GROUNDWATER WELL,11-Jan-22,N,pH Measurement,PH,7.68,unitless,,,MANUAL DATA ENTRY VERIFIED BY PLBEST ON 1/19/2022,,GW,B43CR9,S22-001,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,N,pH Measurement,PH,7.36,unitless,,,Data Entry Verified by PLBEST on 07/31/2023.,,GW,B495K7,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,20-Apr-23,N,Turbidity,TURBIDITY,0.22,NTU,,,Data Entry Verified by PLBEST on 05/15/2023.,,GW,B48LW5,T23-034,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Turbidity,TURBIDITY,0.44,NTU,,,Data Entry Verified by PLBEST on 06/07/2023.,,GW,B48MY3,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,28-Sep-23,N,Turbidity,TURBIDITY,0.38,NTU,,,Data Entry Verified by PLBEST on 10/04/2023.,,GW,B49RV8,T23-051,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,N,Turbidity,TURBIDITY,1.08,NTU,,,Data Entry Verified by PLBEST on 09/11/2023.,,GW,B49H60,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,N,Turbidity,TURBIDITY,1,NTU,,,Data Entry Verified by PLBEST on 07/31/2023.,,GW,B495K7,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,N,Turbidity,TURBIDITY,0.23,NTU,,,Data Entry Verified by PLBEST on 06/29/2023.,,GW,B48VN6,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,02-May-23,N,Turbidity,TURBIDITY,1.36,NTU,,,Data Entry Verified by PLBEST on 05/16/2023.,,GW,B48MF5,T23-036,
199-D5-103 (C5399),GROUNDWATER WELL,24-Oct-22,N,Turbidity,TURBIDITY,0.12,NTU,,,MANUAL DATA ENTRY VERIFIED BY H8875088 ON 10/27/2022 INSIDE DX-MAIN P&T,,GW,B46625,S23-010,
199-D5-103 (C5399),GROUNDWATER WELL,11-Jan-22,N,Turbidity,TURBIDITY,0.64,NTU,,,MANUAL DATA ENTRY VERIFIED BY PLBEST ON 1/19/2022,,GW,B43CR9,S22-001,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Turbidity,TURBIDITY,0.44,NTU,,,Data Entry Verified by PLBEST on 06/07/2023.,,GW,B48MN7,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,Y,Sodium,7440-23-5,26700,ug/L,,,,,GW,B48MY8,T23-038,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,Y,Sodium,7440-23-5,24900,ug/L,,,,,GW,B495L2,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,24-Jul-23,N,Sodium,7440-23-5,25000,ug/L,,,,,GW,B495L0,T23-042,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,Y,Sodium,7440-23-5,25900,ug/L,,,,,GW,B48VP1,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,21-Jun-23,N,Sodium,7440-23-5,25300,ug/L,,,,,GW,B48VN9,T23-040,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,Y,Sodium,7440-23-5,27300,ug/L,,,,,GW,B48MP2,T23-037,
199-D5-103 (C5399),GROUNDWATER WELL,24-Aug-23,N,Sodium,7440-23-5,25900,ug/L,,,,,GW,B49H62,T23-048,
199-D5-103 (C5399),GROUNDWATER WELL,30-May-23,N,Sodium,7440-23-5,26300,ug/L,,,,,GW,B48MY5,T23-038,
